Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
front:intro	hp4d				0	# Introduction to Micah\n\n## Part 1: General Introduction\n\n### Outline of Micah\n\n1. Yahweh announces judgment on his people and their leaders (1–3)\n2. Yahweh promises future restoration and righteous rule (4–5)\n3. Yahweh calls his people to repentance and offers hope (6–7)\n\n### What is the Book of Micah about?\n\nThis book contains many of Micah’s prophecies. Micah repeated many similar prophecies as found in Isaiah. Micah warned the kingdoms of Israel and Judah that the Assyrians would soon attack them. Micah condemned those who acted unjustly and immorally. He spoke against those who did not work for a living. He also spoke against the false prophets in Israel and Judah. These false prophets were telling the people that Yahweh would never let a foreign kingdom harm or conquer them.\n\nMicah called the people to please Yahweh by living righteous and holy lives. However, the sinful way they lived and the unjust way they treated their fellow countrymen proved that they no longer wanted to obey and honor Yahweh.\n\n### How should the title of this book be translated?\n\nTranslators may decide to translate the traditional title “The Book of Micah” or just “Micah” in a way that is clearer to the readers. They may decide to call it “The Sayings of Micah.”\n\n### Who wrote Micah?\n\nThe prophet Micah wrote this book. Micah lived at the same time as Isaiah and Hosea. This was sometime between 750 and 700 B.C., during the reigns of Jotham, Ahaz, and Hezekiah, kings of Judah. He began prophesying when he lived in the northern kingdom of Israel. Then he moved to the kingdom of Judah.\n\n## Part 2: Important Religious and Cultural Concepts\n\n### Who is the deliverer Micah mentions?\n\nMicah frequently mentioned a king who would deliver the people. It is clear that Micah meant the Messiah, the descendant of David who would rule forever, though he never referred to him as the Messiah.\n\n### Were the Israelites required to offer sacrifices or live holy lives to please Yahweh?\n\nMany of the Old Testament writers were concerned with offering sacrifices according to the law of Moses. However, Micah explained to the people that Yahweh was pleased only when they offered these sacrifices in faith. Without faith, the sacrifices had no meaning.\n\n## Part 3: Important Translation Issues\n\n### What does a translator need to know before translating Micah?\n\nMicah did not often explain how his prophecies were historically situated. This may result in the translator failing to understand implicit information unless they understand Micah’s time. It is therefore suggested that translators understand well the history of the kingdoms of Israel and Judah.\n\n### How do I translate passages where the speaker or addressee is not mentioned explicitly?\n\nMicah did not usually say who was speaking or who was being addressed. Reading the verses before and after the quote will often help the reader to understand who is speaking or being addressed. It is acceptable to make this information explicit so the reader can more easily understand it.\n\n### “let” and “may”\n\nThe ULT uses the English helping verbs “let” and “may” to show that a speaker is expressing a desire that something happen or that someone do something. It uses the verb “let” for more assertive expressions, and it uses the verb “may” for more deferential expressions. For example, when David says in Psalms 69:34 “Let the heavens and the earth praise him,” he means “I want the heavens and the earth to praise him.” Languages that do not have a volitional form might say “The heavens and earth ought to praise him,” or they might use an imperative, “Praise him, heavens and earth!” When Micah says in 5:9 “May your hand rise over your adversaries,” he is being more deferential, even though his wish is urgent, because he is addressing Yahweh, a superior. Languages that do not have a volitional form might say “Yahweh, I desire that your hand rise over your adversaries,” or they might use an imperative with an indication that it is a polite request, “Yahweh, please defeat your adversaries.” Translate this volitional form in the most natural way in your language to indicate that the speaker is expressing what he wants someone to do or what he wishes someone would do.\n\n### How should the text of Micah be formatted?\n\nThe ULT uses a poetic language style like the Hebrew text. Many languages can do this but some languages will not be able to do this. The ULT also sets apart the poetic portions of the text by setting the poetic lines farther to the right on the page than the rest of the text. With the exception of the first verse, the entire book is indented because the prophecies were written as a series of poems.
1:intro	e47z				0	# Micah 1 Chapter Introduction\n\n## Structure and Formatting\n\nMicah is written mainly in a poetic form. Most of the prophets wrote to either the Northern Kingdom or the Southern Kingdom. Micah wrote to both of them at times without clear distinction, as he did in this chapter.\n\n1. Yahweh comes to judge the nations (1–5)\n2. Samaria is destroyed because of its sin (6–7)\n3. Micah mourns the coming judgment on Judah (8–16)\n\n## Religious and Cultural Concepts in This Chapter\n\n### Idolatry as prostitution\n\nSamaria’s idols are called a prostitute’s wages, portraying idolatry as unfaithfulness to Yahweh.\n\n## Translation Issues in This Chapter\n\n### City names\n\nSeveral times in this chapter, the names of the cities are used to describe their destruction. This sounds unusual in English because of its construction in Hebrew. It contains several “plays on words.” “Lachish will be lashed” is an example of this type of construction. This kind of poetic element rarely carries into other languages but including the information in a footnote may be helpful.
1:1	ujde		rc://*/ta/man/translate/figs-123person	דְּבַר־יְהוָ֣ה ׀ אֲשֶׁ֣ר הָיָ֗ה אֶל־מִיכָה֙ הַ⁠מֹּ֣רַשְׁתִּ֔י בִּ⁠ימֵ֥י יוֹתָ֛ם אָחָ֥ז יְחִזְקִיָּ֖ה מַלְכֵ֣י יְהוּדָ֑ה אֲשֶׁר־חָזָ֥ה עַל־שֹׁמְר֖וֹן וִ⁠ירֽוּשָׁלִָֽם	1	Micah is speaking of himself in the third person as **Micah** and **he** to introduce this book.
1:1	bjjj		rc://*/ta/man/translate/writing-pronouns	אֲשֶׁר־חָזָ֥ה	1	The pronoun **he** refers to Micah. It may be helpful to clarify this for your readers. Alternate translation: [which Micah saw]
1:1	ytv9		rc://*/ta/man/translate/figs-possession	דְּבַר־יְהוָ֣ה	1	Micah is using the possessive form to describe a **word** that comes from **Yahweh**. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [The word from Yahweh]
1:2	utyh		rc://*/ta/man/translate/figs-apostrophe	הַקְשִׁ֖יבִי אֶ֣רֶץ	1	Micah is speaking to the **earth**, which he knows cannot hear him. He is doing this to communicate to the people listening to him that he feels very strongly about the judgment that Yahweh is about to bring. If it would be helpful in your language, you could translate these words as if he were speaking directly to the people about the earth. Alternate translation: [everyone on earth should pay attention]
1:2	rbh3		rc://*/ta/man/translate/figs-metonymy	אֶ֣רֶץ וּ⁠מְלֹאָ֑⁠הּ	1	Here, **its fullness** represents everything and everyone that fills the earth. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [earth, and everything and everyone in it]
1:2	dssw		rc://*/ta/man/translate/figs-abstractnouns	מֵ⁠הֵיכַ֥ל קָדְשֽׁ⁠וֹ	1	If your language does not use an abstract noun for the idea of **holiness**, you could express the same idea in another way. Alternate translation: [from his holy palace]
1:3	t5fj		rc://*/ta/man/translate/writing-foreground	כִּֽי־הִנֵּ֥ה	1	Micah is using the term **behold** to focus his listeners’ attention on what he is about to say. Your language may have a comparable expression that you can use in your translation. Alternate translation: [Pay attention for]
1:3	aw69		rc://*/ta/man/translate/figs-metaphor	וְ⁠דָרַ֖ךְ עַל־במותי אָֽרֶץ	1	Micah is speaking of Yahweh acting with power over the earth as if he would **tread on the high places of the earth**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [act with power over even the highest places of the earth]
1:4	feam		rc://*/ta/man/translate/figs-metaphor	וְ⁠נָמַ֤סּוּ הֶֽ⁠הָרִים֙ תַּחְתָּ֔י⁠ו	1	Micah is speaking of the effect of Yahweh’s powerful presence as if the solid **mountains will melt under him**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [And it will be like the mountains will soften and flow out from beneath him]
1:4	ifib		rc://*/ta/man/translate/figs-infostructure	וְ⁠הָ⁠עֲמָקִ֖ים יִתְבַּקָּ֑עוּ כַּ⁠דּוֹנַג֙ מִ⁠פְּנֵ֣י הָ⁠אֵ֔שׁ כְּ⁠מַ֖יִם מֻגָּרִ֥ים בְּ⁠מוֹרָֽד	1	If it would be more natural in your language, you may want to put the comparisons of the wax and the water with the information about the mountains melting as modeled in the UST.
1:4	hi5e		rc://*/ta/man/translate/figs-simile	כַּ⁠דּוֹנַג֙ מִ⁠פְּנֵ֣י הָ⁠אֵ֔שׁ	1	The point of this comparison is that just as **wax** melts when it is near a **fire**, so it will be as if the mountains will melt away because of the power of Yahweh’s presence. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [just as wax melts when it is near a fire]
1:4	xsem		rc://*/ta/man/translate/figs-idiom	מִ⁠פְּנֵ֣י הָ⁠אֵ֔שׁ	1	Micah is using **from the face of** as a common expression of the culture to mean “because of” or “on account of.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [melts because of the heat of the fire]
1:4	n7fg		rc://*/ta/man/translate/figs-simile	כְּ⁠מַ֖יִם מֻגָּרִ֥ים בְּ⁠מוֹרָֽד	1	The point of this comparison is that just as **waters** rush swiftly and unstoppably down a **steep place**, so the will the mountains quickly melt before the powerful presence of Yahweh. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [as swiftly and unstoppably as waters rushing down a steep place]
1:4	orkz		rc://*/ta/man/translate/figs-activepassive	כְּ⁠מַ֖יִם מֻגָּרִ֥ים בְּ⁠מוֹרָֽד	1	The expression **poured** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [like waters that pour down from a steep place]
1:5	xkqt		rc://*/ta/man/translate/figs-abstractnouns	בְּ⁠פֶ֤שַׁע יַֽעֲקֹב֙	1	If your language does not use an abstract noun for the idea of **transgression**, you could express the same idea in another way. Alternate translation: [because of how Jacob has rebelled]
1:5	qrt8		rc://*/ta/man/translate/figs-metonymy	יַֽעֲקֹב֙	1	Here Micah is using the name **Jacob** to refer to the people of Israel who were all descendants of the patriarch Jacob, who was also known as Israel. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [the people of Israel]
1:5	bapi		rc://*/ta/man/translate/figs-metaphor	בֵּ֣ית יִשְׂרָאֵ֑ל	1	Here, **house** means all the people descended from a particular person. It envisions them as if they were one household living together. So **the house of Israel** figuratively means all the people descended from the patriarch Jacob, who was also known as Israel. Alternate translation: [the Israelites]
1:5	escr		rc://*/ta/man/translate/figs-rquestion	מִֽי־פֶ֣שַׁע יַעֲקֹ֗ב הֲ⁠לוֹא֙ שֹֽׁמְר֔וֹן	1	Micah is using the question form for emphasis. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: [Samaria is the cause of Jacob’s transgression!]
1:5	di8h		rc://*/ta/man/translate/figs-rquestion	וּ⁠מִי֙ בָּמ֣וֹת יְהוּדָ֔ה הֲ⁠ל֖וֹא יְרוּשָׁלִָֽם	1	Micah is using the question form for emphasis. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: [And Jerusalem lead Judah to worship idols on the high places!]
1:6	zj4d		rc://*/ta/man/translate/figs-quotations	וְ⁠שַׂמְתִּ֥י	1	This is the beginning of what Yahweh said. If it would be more natural in your language, you could express this as a direct quotation. Alternate translation: [Yahweh said, “So I will make”]
1:6	nqab		rc://*/ta/man/translate/writing-pronouns	לַ⁠גַּי֙ אֲבָנֶ֔י⁠הָ וִ⁠יסֹדֶ֖י⁠הָ	1	The pronoun **her** refers to the city of Samaria, which Yahweh speaks of as if it were a woman. It may be helpful to clarify this for your readers. Alternate translation: [Samaria’s stones into the gorge, and Samaria’s foundations]
1:7	c7uc		rc://*/ta/man/translate/figs-activepassive	וְ⁠כָל־פְּסִילֶ֣י⁠הָ יֻכַּ֗תּוּ	1	The expression **crushed** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [And enemies will crush all Samaria’s carved images]
1:7	g0oi		rc://*/ta/man/translate/figs-activepassive	וְ⁠כָל־אֶתְנַנֶּ֨י⁠הָ֙ יִשָּׂרְפ֣וּ בָ⁠אֵ֔שׁ	1	The expression **burned** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [and fire will burn up all her wages]
1:7	gulh		rc://*/ta/man/translate/figs-abstractnouns	אָשִׂ֣ים שְׁמָמָ֑ה	1	If your language does not use an abstract noun for the idea of **desolation**, you could express the same idea in another way. Alternate translation: [I will completely destroy]
1:7	bzii		rc://*/ta/man/translate/writing-pronouns	יָשֽׁוּבוּ	1	The pronoun **they** refers to the idols and treasures that Samaria gathered. It may be helpful to clarify this for your readers. Alternate translation: [these treasures will be used again]
1:8	f2ma		rc://*/ta/man/translate/figs-doublet	אֶסְפְּדָ֣ה וְ⁠אֵילִ֔ילָה	1	The terms **lament** and **wail** mean similar things. Micah is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [I shall greatly mourn]
1:8	p4km		rc://*/ta/man/translate/translate-symaction	אֵילְכָ֥ה שילל וְ⁠עָר֑וֹם	1	Going about without sandals or clothing was a symbolic action by which Micah showed his deep grief and mourning over the coming disaster. If it would be helpful to your readers, you could explain the significance of this action in the text of your translation or in a footnote. Alternate translation: [I shall go barefoot and naked to show my grief]
1:8	wj97		rc://*/ta/man/translate/figs-simile	אֶעֱשֶׂ֤ה מִסְפֵּד֙ כַּ⁠תַּנִּ֔ים	1	The point of this comparison is that just as **the jackals** make loud, wailing cries, so Micah’s **lamentation** will be loud and mournful. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [I shall make a lamentation as loud and mournful as the cries of the jackals]
1:8	kh9o		rc://*/ta/man/translate/figs-abstractnouns	מִסְפֵּד֙	1	If your language does not use an abstract noun for the idea of **lamentation**, you could express the same idea in another way. Alternate translation: [mournful wailing]
1:8	b4si		rc://*/ta/man/translate/figs-simile	וְ⁠אֵ֖בֶל כִּ⁠בְנ֥וֹת יַעֲנָֽה	1	The point of this comparison is that just as **the daughters of an owl** make mournful, crying sounds, so Micah’s **mourning** will sound. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [and mourning that sounds like the crying of young owls]
1:8	z0dl		rc://*/ta/man/translate/figs-ellipsis	וְ⁠אֵ֖בֶל כִּ⁠בְנ֥וֹת יַעֲנָֽה	1	Micah is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [and I shall make mourning like the daughters of an owl]
1:8	y1qv		rc://*/ta/man/translate/figs-abstractnouns	וְ⁠אֵ֖בֶל	1	If your language does not use an abstract noun for the idea of **mourning**, you could express the same idea in another way. Alternate translation: [and I shall mourn]
1:9	qmpq		rc://*/ta/man/translate/figs-metaphor	אֲנוּשָׁ֖ה מַכּוֹתֶ֑י⁠הָ	1	Micah is speaking of the destruction that has struck the city as if it were **wounds** that cannot be healed. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [the destruction that struck her cannot be undone]
1:9	g8op		rc://*/ta/man/translate/figs-abstractnouns	מַכּוֹתֶ֑י⁠הָ	1	If your language does not use an abstract noun for the idea of **wounds**, you could express the same idea in another way. Alternate translation: [the places where she is wounded]
1:9	wi8t		rc://*/ta/man/translate/writing-pronouns	כִּי־בָ֨אָה֙ עַד־יְהוּדָ֔ה נָגַ֛ע	1	The pronoun **it** refers to the disaster and judgment that Yahweh is bringing. It may be helpful to clarify this for your readers. Alternate translation: [for this disaster has also come to Judah. This disaster has reached]
1:9	ny7h		rc://*/ta/man/translate/figs-metonymy	שַׁ֥עַר עַמִּ֖⁠י	1	Here, **gate** represents the city of Jerusalem itself, since the gate was the main entrance to the city and the place where it was defended. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [the city of my people]
1:10	ohr7		rc://*/ta/man/translate/translate-names	בְּ⁠גַת֙ אַל־תַּגִּ֔ידוּ	1	The word translated as **declare** sounds like the name of the city, **Gath**. If it would be helpful to your readers, you could put this information in a footnote.
1:10	sxl5		rc://*/ta/man/translate/writing-pronouns	אַל־תַּגִּ֔ידוּ	1	The pronoun **it** refers to the news of the coming disaster. It may be helpful to clarify this for your readers. Alternate translation: [do not declare the news of the disaster]
1:10	ui2z		rc://*/ta/man/translate/figs-reduplication	בָּכ֖וֹ אַל־תִּבְכּ֑וּ	1	Micah is repeating forms of the verb **weep** in order to intensify his expression of the idea that it conveys. If your language can repeat words for intensification, it would be appropriate to do that here in your translation. If not, your language may have another way of expressing the intensification. Alternate translation: [certainly you should not weep]
1:10	ldeu		rc://*/ta/man/translate/translate-names	בְּ⁠בֵ֣ית לְעַפְרָ֔ה עָפָ֖ר התפלשתי	1	The name of the town **Beth Leaphrah** means “house of dust.” If it would be helpful to your readers, you could put this information in a footnote.
1:10	sxyz		rc://*/ta/man/translate/translate-symaction	עָפָ֖ר התפלשתי	1	Rolling oneself **in the dust** was a symbolic action by which a person showed deep grief and mourning. If it would be helpful to your readers, you could explain the significance of this action in the text of your translation or in a footnote. Alternate translation: [roll yourself in the dust to show your grief]
1:11	e9y9			שָׁפִ֖יר עֶרְיָה־בֹ֑שֶׁת לֹ֤א יָֽצְאָה֙ יוֹשֶׁ֣בֶת צַֽאֲנָ֔ן מִסְפַּד֙ בֵּ֣ית הָאֵ֔צֶל יִקַּ֥ח מִ⁠כֶּ֖ם	1	The name of the town **Shaphir** means “pleasant” or “beautiful,” the opposite of **nakedness** and **shame**. The name of the town **Zaanan** sounds like the verb “go out.” The name of the town **Beth Ezel** may mean “house of taking away.” If it would be helpful to your readers, you could put this information in a footnote.
1:11	kqsd		rc://*/ta/man/translate/figs-abstractnouns	עֶרְיָה־בֹ֑שֶׁת	1	If your language does not use an abstract noun for the idea of **shame**, you could express the same idea in another way. Alternate translation: [shamefully naked]
1:11	h6io		rc://*/ta/man/translate/figs-abstractnouns	מִסְפַּד֙ בֵּ֣ית הָאֵ֔צֶל	1	If your language does not use an abstract noun for the idea of **mourning**, you could express the same idea in another way. Alternate translation: [when the people of Beth Ezel mourn, it]
1:11	xts7		rc://*/ta/man/translate/writing-pronouns	יִקַּ֥ח מִ⁠כֶּ֖ם עֶמְדָּתֽ⁠וֹ	1	The pronoun **its** refers to the town of Beth Ezel. It may be helpful to clarify this for your readers. Alternate translation: [will take from you the standing place of Beth Ezel]
1:12	d4gj		rc://*/ta/man/translate/translate-names	חָ֥לָֽה לְ⁠ט֖וֹב יוֹשֶׁ֣בֶת מָר֑וֹת	1	The name of the town **Maroth** sounds like the word for “bitterness,” an opposite of **good.** If it would be helpful to your readers, you could put this information in a footnote.
1:12	qngf		rc://*/ta/man/translate/figs-nominaladj	יָ֤רַד רָע֙ מֵ⁠אֵ֣ת יְהוָ֔ה	1	Micah is using the adjective **evil** as a noun to mean a certain kind of thing. Your language may use adjectives in the same way. If not, you can translate this adjective with an equivalent phrase. Alternate translation: [terrible things have come down from Yahweh]
1:12	oyjx		rc://*/ta/man/translate/figs-metonymy	לְ⁠שַׁ֖עַר יְרוּשָׁלִָֽם	1	Here, **the gate** represents the city of Jerusalem itself, since the gate was its main entrance. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [to Jerusalem itself]
1:13	nl6m		rc://*/ta/man/translate/translate-names	רְתֹ֧ם הַ⁠מֶּרְכָּבָ֛ה לָ⁠רֶ֖כֶשׁ יוֹשֶׁ֣בֶת לָכִ֑ישׁ	1	The name of the town **Lachish** sounds like the word for “steed.” If it would be helpful to your readers, you could put this information in a footnote.
1:13	zvrf		rc://*/ta/man/translate/figs-123person	רֵאשִׁ֨ית חַטָּ֥את הִיא֙	1	Even though Micah has addressed the people of Lachish directly as **dweller of Lachish**, here he speaks of them in the third person as **She** and then switches back to addressing them as **you**. If it would be helpful in your language, you could translate this consistently in the second person. Alternate translation: [You were the beginning of sin]
1:13	l9s3		rc://*/ta/man/translate/figs-metaphor	לְ⁠בַת־צִיּ֔וֹן	1	Micah is speaking of the city of Zion, that is, Jerusalem, and its people as if they were his **daughter**. This form of expression conveys affection. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [to my beloved people of Zion]
1:13	kcj8		rc://*/ta/man/translate/figs-activepassive	בָ֥⁠ךְ נִמְצְא֖וּ	1	The expression **were found** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [for people found in you]
1:13	rqt9		rc://*/ta/man/translate/figs-abstractnouns	פִּשְׁעֵ֥י יִשְׂרָאֵֽל	1	If your language does not use an abstract noun for the idea of **transgressions**, you could express the same idea in another way. Alternate translation: [the sinful things that Israel did]
1:14	z7ra		rc://*/ta/man/translate/grammar-connect-logic-result	לָ⁠כֵן֙	1	The word translated as **Therefore** indicates that what follows is a result of what came before. Use a connector in your language that makes it clear that what follows is a result of what came before. Alternate translation: [As a result,]
1:14	aquy		rc://*/ta/man/translate/figs-explicit	תִּתְּנִ֣י שִׁלּוּחִ֔ים עַ֖ל מוֹרֶ֣שֶׁת גַּ֑ת	1	The town **Moresheth Gath** is Micah’s hometown. The part of the name **Moresheth** sounds like the word for “betrothed.” The idea is that, just as a father gave a gift of money (a dowry) along with his daughter to the man she married, the leaders of Jerusalem will have to give tribute to Assyria as they also give them their towns, such as Moresheth Gath.
1:14	tx8z		rc://*/ta/man/translate/translate-names	בָּתֵּ֤י אַכְזִיב֙ לְ⁠אַכְזָ֔ב	1	The name of the town **Achzib** sounds like the word for “deception.” If it would be helpful to your readers, you could put this information in a footnote.
1:14	mrpy		rc://*/ta/man/translate/figs-abstractnouns	לְ⁠אַכְזָ֔ב	1	If your language does not use an abstract noun for the idea of **deception**, you could express the same idea in another way. Alternate translation: [will turn out to be deceptive]
1:15	raof		rc://*/ta/man/translate/translate-names	עֹ֗ד הַ⁠יֹּרֵשׁ֙ אָ֣בִי לָ֔⁠ךְ יוֹשֶׁ֖בֶת מָֽרֵשָׁ֑ה	1	The name of the town **Mareshah** sounds like the word for **possessor.** If it would be helpful to your readers, you could put this information in a footnote.
1:15	r0c4		rc://*/ta/man/translate/figs-metonymy	כְּב֥וֹד יִשְׂרָאֵֽל	1	Here, **glory** represents the honored, important leaders of Israel. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [honored ones of Israel]
1:15	f8xn		rc://*/ta/man/translate/figs-explicit	עַד־עֲדֻּלָּ֥ם יָב֖וֹא כְּב֥וֹד יִשְׂרָאֵֽל	1	By **The glory of Israel will come to Adullam**, Micah means that the honored leaders of Israel will go into hiding there, just as David once hid in the caves near Adullam to escape his enemies (described in [1 Samuel 22:1](../../1sa/22/01.md)). You could indicate this explicitly in your translation if that would be helpful to your readers. Alternate translation: [Israel’s honored leaders will flee to hide in the caves near Adullam, as David once did]
1:15	fl4x		rc://*/ta/man/translate/figs-abstractnouns	כְּב֥וֹד יִשְׂרָאֵֽל	1	If your language does not use an abstract noun for the idea of **glory**, you could express the same idea in another way. Alternate translation: [The glorious ones of Israel]
1:16	omhy		rc://*/ta/man/translate/figs-doublet	קָרְחִ֣י וָ⁠גֹ֔זִּי	1	The terms translated as **Make yourself bald** and **shave** mean similar things. Micah is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [Shave your head completely bald]
1:16	ulgf		rc://*/ta/man/translate/translate-symaction	קָרְחִ֣י וָ⁠גֹ֔זִּי	1	Shaving the head completely bald was a symbolic action by which the people would show their deep grief and mourning. If it would be helpful to your readers, you could explain the significance of this action in the text of your translation or in a footnote. Alternate translation: [Make yourself bald and shave to show your grief]
1:16	mzbm		rc://*/ta/man/translate/figs-gendernotations	בְּנֵ֖י	1	Here the masculine term **sons** has a generic sense that includes all children whether male or female. If it would be helpful to your readers, you could use language in your translation that is clearly inclusive of both men and women as modeled in the UST.
1:16	je4o		rc://*/ta/man/translate/figs-abstractnouns	בְּנֵ֖י תַּעֲנוּגָ֑יִ⁠ךְ	1	If your language does not use an abstract noun for the idea of **delight**, you could express the same idea in another way. Alternate translation: [the sons who delight you]
1:16	ssgr		rc://*/ta/man/translate/figs-simile	הַרְחִ֤בִי קָרְחָתֵ⁠ךְ֙ כַּ⁠נֶּ֔שֶׁר	1	The point of this comparison is that just as **the eagle** has a bare, featherless head, so the people are to make their **baldness** in mourning complete. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [Make your baldness complete, so that your head is as bare as an eagle’s head]
1:16	y03c		rc://*/ta/man/translate/figs-abstractnouns	קָרְחָתֵ⁠ךְ֙	1	If your language does not use an abstract noun for the idea of **baldness**, you could express the same idea in another way. Alternate translation: [the bald area on your head]
1:16	rnyb			כַּ⁠נֶּ֔שֶׁר	1	This word could mean: (1) an eagle, or (2) a vulture. Alternate translation: [like the vulture]
1:16	orce		rc://*/ta/man/translate/writing-pronouns	כִּ֥י גָל֖וּ מִמֵּֽ⁠ךְ	1	The pronoun **they** refers to the children whom Micah told the people to mourn for. It may be helpful to clarify this for your readers. Alternate translation: [for your children have gone into exile from you]
2:intro	jy29				0	# Micah 2 Chapter Introduction\n\n## Structure and Formatting\n\nThis chapter continues using poetic forms in communicating that people who take advantage of others are guilty of sin and injustice.\n\n1. Yahweh condemns those who oppress others (1–5)\n2. Yahweh rebukes those who reject his word (6–11)\n3. Yahweh promises to gather and restore his people (12–13)\n\n## Religious and Cultural Concepts in This Chapter\n\n### Land as inheritance\n\nA family’s fields were an inheritance from Yahweh meant to stay in the family, so seizing them (verses 2, 4) violated covenant order and invited his judgment.
2:1	ydsk		rc://*/ta/man/translate/figs-exclamations	ה֧וֹי חֹֽשְׁבֵי	1	Micah is using the word **Woe** to express a strong feeling of warning about the coming judgment on the people he is describing. There may be an equivalent word or phrase in your language that you can use in your translation to convey this feeling. Alternate translation: [Great disaster will come upon the devisers of]
2:1	fchm		rc://*/ta/man/translate/figs-abstractnouns	אָ֛וֶן	1	If your language does not use an abstract noun for the idea of **iniquity**, you could express the same idea in another way. Alternate translation: [what is sinful]
2:1	wkns		rc://*/ta/man/translate/figs-abstractnouns	וּ⁠פֹ֥עֲלֵי רָ֖ע	1	If your language does not use an abstract noun for the idea of **evil**, you could express the same idea in another way. Alternate translation: [and those who plan to do evil deeds]
2:1	j5us		rc://*/ta/man/translate/grammar-connect-logic-result	בְּ⁠א֤וֹר הַ⁠בֹּ֨קֶר֙ יַעֲשׂ֔וּ⁠הָ כִּ֥י יֶשׁ־לְ⁠אֵ֖ל יָדָֽ⁠ם	1	If it would be more natural in your language, you could reverse the order of these phrases, since the second phrase gives the reason for the result that the first phrase describes. Alternate translation: [Because it is in the power of their hand, in the light of the morning they do it]
2:1	rkfp		rc://*/ta/man/translate/figs-metonymy	לְ⁠אֵ֖ל יָדָֽ⁠ם	1	Here, **their hand** represents their ability to do what they want. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [within their power to do so]
2:2	axd3		rc://*/ta/man/translate/figs-ellipsis	וְ⁠חָמְד֤וּ שָׂדוֹת֙ וְ⁠גָזָ֔לוּ וּ⁠בָתִּ֖ים וְ⁠נָשָׂ֑אוּ	1	Micah is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [Woe to those who covet fields and seize them and covet houses and take them away]
2:2	uzrs		rc://*/ta/man/translate/figs-ellipsis	וְ⁠עָֽשְׁקוּ֙ גֶּ֣בֶר וּ⁠בֵית֔⁠וֹ וְ⁠אִ֖ישׁ וְ⁠נַחֲלָתֽ⁠וֹ	1	Micah is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [And they oppress a man and take away his house, and they oppress a man and take away his inheritance]
2:2	wiyr		rc://*/ta/man/translate/figs-abstractnouns	וְ⁠נַחֲלָתֽ⁠וֹ	1	If your language does not use an abstract noun for the idea of **inheritance**, you could express the same idea in another way. Alternate translation: [his inherited property]
2:3	bp9k		rc://*/ta/man/translate/grammar-connect-logic-result	לָ⁠כֵ֗ן	1	The term translated as **Therefore** indicates that what follows is a result of what came before. This marks the shift from the previous accusations to the sentence or judgement about to be pronounced. Use a connector in your language that makes this clear. Alternate translation: [Because you do these things]
2:3	t0du		rc://*/ta/man/translate/figs-idiom	הִנְ⁠נִ֥י חֹשֵׁ֛ב	1	Yahweh is using **Behold me** as a common expression to mean that he is about to act. If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [I am about to devise]
