Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
6:12	fyfv		rc://*/ta/man/translate/writing-pronouns	אֲשֶׁ֤ר עֲשִׁירֶ֨י⁠הָ֙	1	The words **which** and **her** refer to the city that Yahweh mentioned in verse 9. It may be helpful to clarify this for your readers. Alternate translation: [—the city whose rich]
6:12	gbb0		rc://*/ta/man/translate/figs-nominaladj	עֲשִׁירֶ֨י⁠הָ֙	1	Yahweh is using the adjective **rich** as a noun to mean a certain kind of person. Your language may use adjectives in the same way. If not, you can translate this adjective with an equivalent phrase. Alternate translation: [her rich people]
6:12	sk4k		rc://*/ta/man/translate/figs-abstractnouns	חָמָ֔ס	1	If your language does not use an abstract noun for the idea of **violence**, you could express the same idea in another way. Alternate translation: [violent acts]
6:12	zpkr		rc://*/ta/man/translate/figs-parallelism	וְ⁠יֹשְׁבֶ֖י⁠הָ דִּבְּרוּ־שָׁ֑קֶר וּ⁠לְשׁוֹנָ֖⁠ם רְמִיָּ֥ה בְּ⁠פִי⁠הֶֽם	1	These two clauses mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. You could use the approach which is modeled in the UST of connecting the phrases with a word other than “and” that shows that the second phrase is repeating the first one, not saying something additional. Another approach would be to combine them and express the emphasis in another way. Alternate translation: [and all her inhabitants speak deceitfully]
6:12	ya3x		rc://*/ta/man/translate/figs-abstractnouns	שָׁ֑קֶר	1	If your language does not use an abstract noun for the idea of **falsehood**, you could express the same idea in another way. Alternate translation: [her inhabitants speak falsely]
6:12	f3tm		rc://*/ta/man/translate/figs-metonymy	וּ⁠לְשׁוֹנָ֖⁠ם רְמִיָּ֥ה בְּ⁠פִי⁠הֶֽם	1	Here, **tongue** represents speech. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [and what they say is deceitful]
6:13	u6ox		rc://*/ta/man/translate/writing-pronouns	וְ⁠גַם־אֲנִ֖י הֶחֱלֵ֣יתִי	1	Yahweh is stating the pronoun **I** separately, even though the verb translated as **I will make** already includes this meaning. He is doing that to emphasize that Yahweh himself is the one who will act. If a speaker of your language would use an explicit pronoun for the same purpose, you may want to use that construction in your translation. If not, your language may have other ways of showing the meaning here. Alternate translation: [And even I, myself will make sick]
6:13	c7py		rc://*/ta/man/translate/figs-idiom	הֶחֱלֵ֣יתִי הַכּוֹתֶ֑⁠ךָ	1	Yahweh is using **make sick the striking of you** as a common expression of the culture to mean that he will administer an incurable injury on them. If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [I will strike you with an incurable wound]
6:13	jq4w		rc://*/ta/man/translate/writing-pronouns	הַכּוֹתֶ֑⁠ךָ	1	The pronouns **you** and **your** from here to the end of the chapter refer to the people of the city of Jerusalem whom Yahweh is now addressing directly after speaking about them in the previous verses. It may be helpful to clarify this for your readers. Alternate translation: [the striking of you, inhabitants of Jerusalem]
6:14	k77n		rc://*/ta/man/translate/writing-pronouns	אַתָּ֤ה תֹאכַל֙	1	Yahweh is stating the pronoun **you** separately, even though the verb translated as **you will eat** already includes this meaning. He is doing that to emphasize the contrast between the heavenly Judge and the sentence they will suffer. If a speaker of your language would use an explicit pronoun for the same purpose, you may want to use that construction in your translation. If not, your language may have other ways of showing the meaning here. Alternate translation: [For your part, you will eat]
6:14	vii4		rc://*/ta/man/translate/translate-unknown	וְ⁠יֶשְׁחֲ⁠ךָ֖ בְּ⁠קִרְבֶּ֑⁠ךָ	1	The word **dysentery** refers to a kind of disease of the bowels that empties the body of the food it takes in. If your readers would not be familiar with what dysentery is, you could use the name of a similar sickness that your readers would recognize, or you could use a more general term. Alternate translation: [because your stomach will be empty]
6:14	crqg		rc://*/ta/man/translate/translate-alternativereadings	וְ⁠תַסֵּג֙ וְ⁠לֹ֣א תַפְלִ֔יט וַ⁠אֲשֶׁ֥ר תְּפַלֵּ֖ט	1	The word translated as **bring to safety** could also be the word for “reach.” This leads some scholars to interpret these sentences in the context of birthing rather than warfare. You may want to follow the major translation in your area. Alternate translation: [And you will reach birth, but not deliver the baby]
6:14	bbj1		rc://*/ta/man/translate/figs-metonymy	לַ⁠חֶ֥רֶב אֶתֵּֽן	1	Here, **the sword** represents warfare and being killed in battle. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [I will hand over to be killed in war]
6:15	gxd2		rc://*/ta/man/translate/writing-pronouns	אַתָּ֥ה תִזְרַ֖ע וְ⁠לֹ֣א תִקְצ֑וֹר אַתָּ֤ה תִדְרֹֽךְ	1	Yahweh is stating the pronoun **you** separately, even though the verbs translated as **you will sow** and **you will tread** already include this meaning. He is doing that to emphasize how the people will suffer. If a speaker of your language would use an explicit pronoun for the same purpose, you may want to use that construction in your translation. If not, your language may have other ways of showing the meaning here. Alternate translation: [You people of the city will certainly sow, but not reap, and you will certainly tread]
6:15	gwbx		rc://*/ta/man/translate/figs-ellipsis	וְ⁠תִיר֖וֹשׁ וְ⁠לֹ֥א תִשְׁתֶּה־יָּֽיִן	1	Yahweh is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [and you will tread new wine grapes but not drink wine]
6:16	fdgu		rc://*/ta/man/translate/figs-activepassive	וְ⁠יִשְׁתַּמֵּ֞ר חֻקּ֣וֹת עָמְרִ֗י	1	The expression **are kept** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [For the people keep the statutes of Omri]
6:16	btzl		rc://*/ta/man/translate/figs-possession	חֻקּ֣וֹת עָמְרִ֗י	1	Yahweh is using this possessive form to mean the statutes that Omri established. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [the statutes that Omri established]
6:16	pg7b		rc://*/ta/man/translate/figs-ellipsis	וְ⁠כֹל֙ מַעֲשֵׂ֣ה בֵית־אַחְאָ֔ב	1	Yahweh is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [and all of the deeds of the house of Ahab are kept]
6:16	egv1		rc://*/ta/man/translate/figs-metaphor	בֵית־אַחְאָ֔ב	1	Here, **house** means all the people descended from a particular person. It envisions them as if they were one household living together. So **the house of Ahab** figuratively means all the people descended from that evil king as modeled in the UST.
6:16	hbeh		rc://*/ta/man/translate/figs-metaphor	בֵית־אַחְאָ֔ב	1	Here Yahweh is speaking as if the descendants of Ahab were a **house**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [the descendants of Ahab]
6:16	g090		rc://*/ta/man/translate/figs-metaphor	וַ⁠תֵּלְכ֖וּ בְּ⁠מֹֽעֲצוֹתָ֑⁠ם	1	Here Yahweh is speaking as if living according to the advice of Omri and Ahab were to have **walked in their counsels**. He is referring to the corrupt policies, economic injustice, and foreign idol worship (like Baal worship) institutionalized by Omri and his son, Ahab (see [1 Kings 16](../../1ki/16/01.md)). Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [and you have followed their advice]
6:16	il7x		rc://*/ta/man/translate/figs-abstractnouns	לְ⁠שַׁמָּ֗ה	1	If your language does not use an abstract noun for the idea of **a desolation**, you could express the same idea in another way. Alternate translation: [desolate]
6:16	mo55		rc://*/ta/man/translate/writing-pronouns	וְ⁠יֹשְׁבֶ֨י⁠הָ֙	1	The pronoun **her** refers to the city that Yahweh mentioned in verse 9. It may be helpful to clarify this for your readers. Alternate translation: [and the inhabitants of that city]
6:16	j4vz		rc://*/ta/man/translate/figs-metonymy	לִ⁠שְׁרֵקָ֔ה	1	Here, **a hissing** represents the scorn that people will express toward those who live in the city. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [and her inhabitants an object of scorn]
7:intro	kf61				0	# Micah 7 Chapter Introduction\n\n## Structure and Formatting\n\nYahweh hears the repentant and faithfully restores his people\n\n1. Micah laments Israel’s corruption (1–6)\n2. Micah waits in hope for Yahweh’s salvation (7–13)\n3. Yahweh shows mercy and remains faithful to his covenant (14–20)\n\n## Religious and Cultural Concepts in This Chapter\n\n### Last days\n\nThis chapter looks forward to the hope of the coming savior for the faithful remnant. This is the future restoration of Israel when true peace will come.\n\n### Prophet\n\nThe prophet was able to speak to God on behalf of the people. Often in this chapter, the prophet speaks in Israel’s place and offers repentance to Yahweh.
7:1	te6o		rc://*/ta/man/translate/figs-exclamations	אַ֣לְלַי לִ֗⁠י	1	Micah is using a phrase that expresses a strong feeling of distress. There may be an equivalent word or phrase in your language that you can use in your translation to convey this feeling. Alternate translation: [How sorrowful I feel]
7:1	p666		rc://*/ta/man/translate/figs-simile	כְּ⁠אָסְפֵּי־קַ֔יִץ כְּ⁠עֹלְלֹ֖ת בָּצִ֑יר	1	The point of this comparison is that just as **the gatherings of summer fruit** and **the gleanings of the grape harvest** are what remains after everything worth having has already been taken, so is the land in which Micah is searching for a faithful person. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [like one searching where the summer fruit has already been gathered, like one searching where the grapes have already been harvested]
7:1	o5mb		rc://*/ta/man/translate/figs-abstractnouns	כְּ⁠אָסְפֵּי־קַ֔יִץ	1	If your language does not use an abstract noun for the idea of **gatherings**, you could express the same idea in another way. Alternate translation: [trying to gather summer fruit after others have already picked all of it]
7:1	dqbx		rc://*/ta/man/translate/figs-abstractnouns	כְּ⁠עֹלְלֹ֖ת בָּצִ֑יר	1	If your language does not use an abstract noun for the idea of **gleanings**, you could express the same idea in another way. Alternate translation: [like what is left over after others have harvested the grapes]
7:1	x3go		rc://*/ta/man/translate/figs-metonymy	נַפְשִֽׁ⁠י	1	Here, **my soul** represents Micah himself. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [I desire]
7:2	dgwn		rc://*/ta/man/translate/figs-hyperbole	כֻּלָּ⁠ם֙ לְ⁠דָמִ֣ים יֶאֱרֹ֔בוּ	1	Micah says **All of them lie in wait for bloodshed** as an extreme statement for emphasis. If it would be helpful in your language, you could use a different way to express the emphasis. Alternate translation: [Nearly everyone lies in wait for bloodshed]
7:2	dcim		rc://*/ta/man/translate/figs-genericnoun	אָבַ֤ד חָסִיד֙	1	Micah is not referring to a specific **faithful one**. He means faithful people in general. If it would be helpful to your readers, you could use an expression that would be more natural in your language. Alternate translation: [All the faithful people have perished]
7:2	g228		rc://*/ta/man/translate/figs-genericnoun	וְ⁠יָשָׁ֥ר בָּ⁠אָדָ֖ם אָ֑יִן	1	Micah is not referring to a specific **upright one**. He means upright people in general. If it would be helpful to your readers, you could use an expression that would be more natural in your language. Alternate translation: [and there are no upright people among mankind]
7:2	k9qa		rc://*/ta/man/translate/writing-pronouns	כֻּלָּ⁠ם֙	1	The pronoun **them** refers to the people who live in the land. It may be helpful to clarify this for your readers. Alternate translation: [All of the people that are left in the land]
7:2	jqpc		rc://*/ta/man/translate/figs-metonymy	לְ⁠דָמִ֣ים יֶאֱרֹ֔בוּ	1	Here, **bloodshed** represents violent death. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [are just waiting to murder each other]
7:2	rd4j		rc://*/ta/man/translate/figs-metaphor	אִ֥ישׁ אֶת־אָחִ֖י⁠הוּ יָצ֥וּדוּ חֵֽרֶם	1	Here Micah is speaking the people of the land exploiting each other as if they were trappers that are trying to catch an animal **with a net**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [each man seeks to trap his brother]
7:2	lgt2		rc://*/ta/man/translate/figs-metaphor	אֶת־אָחִ֖י⁠הוּ	1	Micah is speaking as if a man’s **brother**, or fellow Israelite, were his prey, whom he hunts to harm rather than someone he should love and protect. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [each man tries to harm his fellow Israelite]
7:3	mnag		rc://*/ta/man/translate/figs-abstractnouns	הָ⁠רַ֤ע	1	If your language does not use an abstract noun for the idea of **evil**, you could express the same idea in another way. Alternate translation: [doing evil things]
7:3	j7qm		rc://*/ta/man/translate/figs-metonymy	כַּפַּ֨יִם֙	1	Here, **the two hands** represent the leaders who use them to do evil. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [these leaders]
7:3	pgg2		rc://*/ta/man/translate/figs-ellipsis	וְ⁠הַ⁠שֹּׁפֵ֖ט בַּ⁠שִׁלּ֑וּם	1	Micah is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [and the judge is also asking for the recompense]
7:3	x3o5		rc://*/ta/man/translate/figs-abstractnouns	בַּ⁠שִׁלּ֑וּם	1	If your language does not use an abstract noun for the idea of **recompense**, you could express the same idea in another way. Alternate translation: [to be paid]
7:3	bhdp		rc://*/ta/man/translate/figs-genericnoun	וְ⁠הַ⁠גָּד֗וֹל דֹּבֵ֨ר הַוַּ֥ת נַפְשׁ֛⁠וֹ ה֖וּא	1	Micah is not referring to a specific **great one**. He means people in positions of power in general. If it would be helpful to your readers, you could use an expression that would be more natural in your language. Alternate translation: [and important people are speaking the desire of their very souls]
7:3	dub3		rc://*/ta/man/translate/figs-metonymy	הַוַּ֥ת נַפְשׁ֛⁠וֹ ה֖וּא	1	Here, **his very soul** represents the great one himself. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [of what he himself strongly desires]
7:3	weit		rc://*/ta/man/translate/figs-abstractnouns	הַוַּ֥ת נַפְשׁ֛⁠וֹ ה֖וּא	1	If your language does not use an abstract noun for the idea of **desire**, you could express the same idea in another way. Alternate translation: [what he himself desires]
7:3	crpm		rc://*/ta/man/translate/writing-pronouns	וַֽ⁠יְעַבְּתֽוּ⁠הָ	1	The pronoun **they** refers to all of the powerful leaders. It may be helpful to clarify this for your readers. Alternate translation: [and these leaders weave it together]
7:3	p37u		rc://*/ta/man/translate/figs-metaphor	וַֽ⁠יְעַבְּתֽוּ⁠הָ	1	Here Micah is speaking of the plot that these leaders are scheming together as if it were a net that they **weave** together. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [and they plot it out together]
7:4	absw		rc://*/ta/man/translate/figs-simile	כְּ⁠חֵ֔דֶק	1	The point of this comparison is that just as **a brier** wounds anyone who touches it, so is even the best person among these people. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [injures anyone who comes near, just as a brier does]
7:4	f4om		rc://*/ta/man/translate/figs-simile	יָשָׁ֖ר מִ⁠מְּסוּכָ֑ה	1	The point of this comparison is that just as **a thorn hedge** injures those who come near it, so is the one who seems to be one of **the upright** people. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [the upright person injures people even more than a thorn hedge injures those who come near it]
7:4	wrsc		rc://*/ta/man/translate/figs-nominaladj	יָשָׁ֖ר	1	Micah is using the adjective **the upright** as a noun to mean a certain kind of person. Your language may use adjectives in the same way. If not, you can translate this adjective with an equivalent phrase. Alternate translation: [the most honest person]
7:4	vj7u		rc://*/ta/man/translate/figs-metonymy	י֤וֹם מְצַפֶּ֨י⁠ךָ֙	1	Micah is using the term **day** to refer to a specific time and **your watchers** represents the prophets, who warned the people. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [The time that your prophets warned you about]
7:4	v0h2		rc://*/ta/man/translate/writing-pronouns	מְצַפֶּ֨י⁠ךָ֙ פְּקֻדָּתְ⁠ךָ֣	1	The pronoun **your** refers to the people of Israel, whom Micah addresses directly here. It may be helpful to clarify this for your readers. Alternate translation: [your watchers, people of Israel, your visitation]
7:4	xnzn		rc://*/ta/man/translate/figs-abstractnouns	פְּקֻדָּתְ⁠ךָ֣	1	If your language does not use an abstract noun for the idea of **visitation**, you could express the same idea in another way. Alternate translation: [when God comes to punish you]
7:4	e47g		rc://*/ta/man/translate/figs-abstractnouns	עַתָּ֥ה תִהְיֶ֖ה מְבוּכָתָֽ⁠ם	1	If your language does not use an abstract noun for the idea of **confusion**, you could express the same idea in another way. Alternate translation: [When that happens, they will be confused and panic]
7:5	jmg0		rc://*/ta/man/translate/figs-idiom	שְׁמֹ֖ר פִּתְחֵי־פִֽי⁠ךָ	1	Micah is using **guard the doors of your mouth** as a common expression of the culture to mean “be very careful about what you say.” If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [you should guard what you say]
7:6	nq0i		rc://*/ta/man/translate/figs-ellipsis	כַּלָּ֖ה בַּ⁠חֲמֹתָ֑⁠הּ	1	Micah is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [a daughter-in-law is rising up against her mother-in-law]
7:6	z5lc		rc://*/ta/man/translate/figs-possession	אֹיְבֵ֥י אִ֖ישׁ	1	Micah is using the possessive form to describe **enemies** who are characterized by their relationship to **a man**. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [The ones who oppose a man]
7:6	z7n7		rc://*/ta/man/translate/figs-possession	אַנְשֵׁ֥י בֵיתֽ⁠וֹ	1	Micah is using the possessive form to describe **the men** who are characterized by living in **his house**. If a speaker of your language would not use the possessive form for this, you could express this idea in another way as modeled in the UST.
7:7	iz9i		rc://*/ta/man/translate/writing-pronouns	וַ⁠אֲנִי֙ בַּ⁠יהוָ֣ה אֲצַפֶּ֔ה	1	Micah is stating the pronoun **I** separately, even though the verb translated as **I will watch** already includes this meaning. He is doing that to emphasize the contrast between himself and the people he has been describing. If a speaker of your language would use an explicit pronoun for the same purpose, you may want to use that construction in your translation. If not, your language may have other ways of showing the meaning here. Alternate translation: [But unlike these people, I will watch for Yahweh]
7:7	hq26		rc://*/ta/man/translate/figs-abstractnouns	לֵ⁠אלֹהֵ֣י יִשְׁעִ֑⁠י	1	If your language does not use an abstract noun for the idea of **salvation**, you could express the same idea in another way. Alternate translation: [the God who saves me]
7:7	ktax		rc://*/ta/man/translate/figs-possession	אֱלֹהָֽ⁠י	1	Moses is not using this possessive form **My God** to indicate that he possesses or controls Yahweh. Rather Moses is using these words to indicate that Yahweh is the God whom he worships. Alternate translation: [Yahweh, the God whom I worship,]
7:8	jrtk		rc://*/ta/man/translate/figs-synecdoche	אַֽל־תִּשְׂמְחִ֤י אֹיַ֨בְתִּ⁠י֙ לִ֔⁠י כִּ֥י נָפַ֖לְתִּי קָ֑מְתִּי כִּֽי־אֵשֵׁ֣ב בַּ⁠חֹ֔שֶׁךְ יְהוָ֖ה א֥וֹר לִֽ⁠י	1	In verses 8 through 10 Micah speaks on behalf of his people. If it would be helpful, you could translate the singular pronouns as plurals, as in the UST.
7:8	kzdv		rc://*/ta/man/translate/writing-pronouns	אֹיַ֨בְתִּ⁠י֙	1	By **my enemy**, Micah refers to the nation that Micah foresees will conquer Israel. It may be helpful to clarify this for your readers. Alternate translation: [you enemy nation of my people]
7:8	qcul		rc://*/ta/man/translate/figs-metaphor	נָפַ֖לְתִּי קָ֑מְתִּי	1	Here Micah is speaking on behalf of the people about suffering defeat as if it were to have **fallen** down and of recovering as if it were to **arise** again. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [we have suffered disaster; we will be restored]
7:8	wvz3		rc://*/ta/man/translate/figs-metaphor	אֵשֵׁ֣ב בַּ⁠חֹ֔שֶׁךְ יְהוָ֖ה א֥וֹר לִֽ⁠י	1	Here Micah is speaking of the trouble his people are experiencing as if it were **the darkness** and of Yahweh’s help as if it were **a light**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [we are in trouble; Yahweh helps us]
7:9	bzx9		rc://*/ta/man/translate/grammar-connect-logic-result	זַ֤עַף יְהוָה֙ אֶשָּׂ֔א כִּ֥י חָטָ֖אתִי ל֑⁠וֹ	1	If it would be more natural in your language, you could reverse the order of these phrases, since the second phrase gives the reason for the result that the first phrase describes. Alternate translation: [Because I have sinned against Yahweh, I will bear his rage]
7:9	hchi		rc://*/ta/man/translate/figs-abstractnouns	זַ֤עַף יְהוָה֙	1	If your language does not use an abstract noun for the idea of **rage**, you could express the same idea in another way. Alternate translation: [how Yahweh rages against me]
7:9	knip		rc://*/ta/man/translate/writing-poetry	יָרִ֤יב רִיבִ⁠י֙	1	Micah is using a construction in which a verb and its object come from the same root. You may be able to use the same construction in your language to express the meaning here. Alternatively, your language may have another way of saying this. Alternate translation: [pleads my plea]
7:9	ej89		rc://*/ta/man/translate/figs-abstractnouns	מִשְׁפָּטִ֔⁠י	1	If your language does not use an abstract noun for the idea of **justice**, you could express the same idea in another way. Alternate translation: [what is just for me]
7:9	chcw		rc://*/ta/man/translate/figs-metaphor	יוֹצִיאֵ֣⁠נִי לָ⁠א֔וֹר	1	Here Micah is speaking as if Yahweh’s rescue of him were bringing him out into **the light**. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [He will rescue me]
7:9	g9fd		rc://*/ta/man/translate/figs-metaphor	אֶרְאֶ֖ה בְּ⁠צִדְקָתֽ⁠וֹ	1	Here Micah is speaking as if experiencing what Yahweh does were to **look on** it. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [I will experience his righteous acts]
7:9	jz7h		rc://*/ta/man/translate/figs-abstractnouns	בְּ⁠צִדְקָתֽ⁠וֹ	1	If your language does not use an abstract noun for the idea of **righteousness**, you could express the same idea in another way. Alternate translation: [on how righteous he is]
7:10	f7a7		rc://*/ta/man/translate/writing-pronouns	וְ⁠תֵרֶ֤א אֹיַ֨בְתִּ⁠י֙ וּ⁠תְכַסֶּ֣⁠הָ בוּשָׁ֔ה	1	The pronoun **my** refers to Micah, who speaks here on behalf of his people, and **my enemy** and **her** refer to the nation that Micah foresees will conquer Israel. It may be helpful to clarify this for your readers. Alternate translation: [Then may the enemy nation of my people see, so that shame covers them]
7:10	hnwh		rc://*/ta/man/translate/figs-ellipsis	וְ⁠תֵרֶ֤א אֹיַ֨בְתִּ⁠י֙	1	Micah is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context of the end of the last verse if that would be clearer in your language. Alternate translation: [Then may my enemy also see what Yahweh has done]
7:10	bmsu		rc://*/ta/man/translate/figs-imperative	וְ⁠תֵרֶ֤א אֹיַ֨בְתִּ⁠י֙	1	Micah is saying what he wants his enemy to do. See the discussion in the introduction to this book about “let” and “may” and follow the decision of your team of how a speaker will express in this context what he wants someone to do. Alternate translation: [I desire that my enemy see] or [Please allow my enemy to see]
7:10	gxyy		rc://*/ta/man/translate/figs-metaphor	וּ⁠תְכַסֶּ֣⁠הָ בוּשָׁ֔ה	1	Here Micah is speaking as if **shame** were a garment that **covers** a person. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [so that she becomes utterly ashamed]
7:10	yib0		rc://*/ta/man/translate/figs-abstractnouns	וּ⁠תְכַסֶּ֣⁠הָ בוּשָׁ֔ה	1	If your language does not use an abstract noun for the idea of **shame**, you could express the same idea in another way. Alternate translation: [so that she feels ashamed]
7:10	cxsk		rc://*/ta/man/translate/figs-rquestion	אַיּ֖⁠וֹ יְהוָ֣ה אֱלֹהָ֑יִ⁠ךְ	1	The enemy is using the question form to mock Micah by suggesting that Yahweh is unwilling or unable to help him. If a speaker of your language would not use the question form for that purpose, you could translate this as a statement or as an exclamation. Alternate translation: [Yahweh your God is nowhere to be found!]
7:10	jxau		rc://*/ta/man/translate/figs-possession	יְהוָ֣ה אֱלֹהָ֑יִ⁠ךְ	1	The enemy is not using this possessive form **your God** to indicate that Micah possesses or controls Yahweh but rather to emphasize that Yahweh is the God that he worships. Alternate translation: [Yahweh, the God whom you worship]
7:10	ddf4		rc://*/ta/man/translate/figs-synecdoche	עֵינַ⁠י֙ תִּרְאֶ֣ינָּה בָּ֔⁠הּ	1	Micah is using one part of a person, his **eyes**, to mean all of him in the act of watching his enemy’s downfall. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [I will watch what happens to her]
7:10	se1x		rc://*/ta/man/translate/figs-simile	כְּ⁠טִ֥יט חוּצֽוֹת	1	The point of this comparison is that just as **the mud of the streets** is trampled underfoot and despised, so will Micah’s enemy be. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [as thoroughly despised as the mud that people tread on in the streets]
7:11	acvh		rc://*/ta/man/translate/figs-ellipsis	י֖וֹם לִ⁠בְנ֣וֹת גְּדֵרָ֑יִ⁠ךְ	1	Micah is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [A day will come to build your walls]
7:11	c8pc		rc://*/ta/man/translate/writing-pronouns	גְּדֵרָ֑יִ⁠ךְ	1	The pronoun **your** refers to the people of Zion. It may be helpful to clarify this for your readers. Alternate translation: [your walls, people of Zion]
7:12	ud9a		rc://*/ta/man/translate/writing-pronouns	וְ⁠עָדֶ֣י⁠ךָ יָב֔וֹא	1	The pronoun **you** refers to Zion, or Jerusalem, and the pronoun **he** refers to each person who will come to the city of Jerusalem from the distant places named in this verse. It may be helpful to clarify this for your readers. Alternate translation: [when many people will come to Jerusalem]
7:13	h8s9		rc://*/ta/man/translate/grammar-connect-logic-contrast	וְ⁠הָיְתָ֥ה הָ⁠אָ֛רֶץ לִ⁠שְׁמָמָ֖ה	1	Micah uses the word **And** here to indicate a contrast between the restoration that he has just described and the desolation that will come upon the rest of the earth. In your translation, indicate this contrast in a way that is natural in your language. Alternate translation: [But all the rest of the land will become a desolation]
7:13	qcop		rc://*/ta/man/translate/figs-abstractnouns	לִ⁠שְׁמָמָ֖ה	1	If your language does not use an abstract noun for the idea of **desolation**, you could express the same idea in another way. Alternate translation: [desolate]
7:13	vwsr		rc://*/ta/man/translate/writing-pronouns	יֹֽשְׁבֶ֑י⁠הָ מִ⁠פְּרִ֖י מַֽעַלְלֵי⁠הֶֽם	1	The pronoun **her** refers to the land, and the pronoun **their** refers to the people who live in the land. It may be helpful to clarify this for your readers. Alternate translation: [the land’s inhabitants, from the fruit of those people’s deeds]
7:13	tare		rc://*/ta/man/translate/figs-metaphor	מִ⁠פְּרִ֖י מַֽעַלְלֵי⁠הֶֽם	1	Here Micah is speaking of the results of what people do as if they were **the fruit** that a plant produces. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [from the results of their deeds]
7:14	d82m		rc://*/ta/man/translate/figs-metaphor	רְעֵ֧ה עַמְּ⁠ךָ֣ בְ⁠שִׁבְטֶ֗⁠ךָ צֹ֚אן נַֽחֲלָתֶ֔⁠ךָ	1	Here Micah is speaking as if Yahweh were a shepherd and as if Yahweh’s people were **the flock** that he tends. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [Care for your people as a shepherd cares for his flock, the people who belong to you]
7:14	btj0		rc://*/ta/man/translate/figs-imperative	רְעֵ֧ה עַמְּ⁠ךָ֣	1	The word translated as **Shepherd** is an imperative, but it communicates a polite request to a superior rather than a command. If the imperative does not communicate a request for your readers, then use a form in your language that communicates a polite request to a superior. Alternate translation: [Yahweh, please shepherd your people]
7:14	xfwo		rc://*/ta/man/translate/figs-possession	צֹ֚אן נַֽחֲלָתֶ֔⁠ךָ	1	Micah is using the possessive form to describe **the flock** that is characterized by being **your inheritance**, that is, the people whom Yahweh has chosen to belong to him. If a speaker of your language would not use the possessive form for this, you could express this idea in another way. Alternate translation: [the flock that belongs to you]
7:14	ivlw		rc://*/ta/man/translate/figs-imperative3p	יִרְע֥וּ	1	Micah is saying what he wants Yahweh to do. See the discussion in the introduction to this book about “let” and “may” and follow the decision of your team of how a speaker will express in this context what he wants someone to do. Alternate translation: [I desire that they graze] or [Please allow them to graze]
7:15	w79b		rc://*/ta/man/translate/figs-simile	כִּ⁠ימֵ֥י צֵאתְ⁠ךָ֖ מֵ⁠אֶ֣רֶץ מִצְרָ֑יִם	1	The point of this comparison is that just as Yahweh did wonderful things in **the days of your going out from the land of Egypt**, so he will do wonderful things for his people again. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [Just as I did wonderful things when you came out from the land of Egypt]
