Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
28:47	yzms		rc://*/ta/man/translate/figs-doublet	בְּ⁠שִׂמְחָ֖ה וּ⁠בְ⁠ט֣וּב לֵבָ֑ב	1	The terms **joyfulness** and **gladness of heart** mean similar things. Moses is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [with great joy] or [with deep happiness]
28:47	ibv2		rc://*/ta/man/translate/figs-metonymy	וּ⁠בְ⁠ט֣וּב לֵבָ֑ב	1	Here, **heart** represents a person’s inner being and emotions. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [and with gladness in your inner being] or [and with an attitude of gladness]
28:48	vh2t		rc://*/ta/man/translate/figs-metaphor	וְ⁠נָתַ֞ן עֹ֤ל בַּרְזֶל֙ עַל־צַוָּארֶ֔⁠ךָ	1	Here Moses is speaking as if the enemy’s oppression were **a yoke of iron** placed on the Israelites’ necks. This image emphasizes that the oppression will be harsh, inescapable, and degrading, like the heavy iron yoke that would be put on a work animal. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [And he will make you slaves under harsh and inescapable oppression]
28:49	v723		rc://*/ta/man/translate/figs-metaphor	יִשָּׂ֣א יְהוָה֩ עָלֶ֨י⁠ךָ גּ֤וֹי	1	Here Moses is using speaking as if Yahweh were going to **lift up a nation** physically into a higher place than Israel. He means that Yahweh will bring them to a position of power over Israel. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [Yahweh will bring a nation against you] or [Yahweh will raise up a nation against you]
28:49	lb4m		rc://*/ta/man/translate/figs-hyperbole	מֵ⁠רָחוֹק֙ מִ⁠קְצֵ֣ה הָ⁠אָ֔רֶץ	1	Moses says **from the ends of the earth** as an extreme statement for emphasis. If it would be helpful in your language, you could use a different way to express the emphasis. Alternate translation: [from a very distant land]
28:49	zdav		rc://*/ta/man/translate/figs-simile	כַּ⁠אֲשֶׁ֥ר יִדְאֶ֖ה הַ⁠נָּ֑שֶׁר	1	The point of this comparison is that just as **an eagle flies** swiftly and attacks suddenly, so this nation will attack swiftly and suddenly. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [attacking swiftly like an eagle swooping down on its prey]
28:50	d02g		rc://*/ta/man/translate/figs-idiom	עַ֣ז פָּנִ֑ים	1	Moses is using **fierce of face** as a common expression of his culture to mean “cruel and intimidating in appearance.” If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [that is ruthless] or [that is cruel and intimidating]
28:50	oeke		rc://*/ta/man/translate/figs-idiom	לֹא־יִשָּׂ֤א פָנִים֙ לְ⁠זָקֵ֔ן	1	Moses is using **lift up a face** as a common expression of his culture to mean “be partial to someone.” When he uses “does not lift up a face for the elder,” he means “does not show respect for” or “does not show favor to.” If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [shows no respect for the elder] or [treats the elder without honor]
28:51	t0t0		rc://*/ta/man/translate/writing-pronouns	וְ֠⁠אָכַל & הַאֲבִיד֖⁠וֹ	1	Both occurrences of the pronoun **it** refer to the “nation” mentioned in the previous verse. It may be helpful to clarify this for your readers.
28:51	ki4l		rc://*/ta/man/translate/figs-metaphor	פְּרִ֨י בְהֶמְתְּ⁠ךָ֥ וּ⁠פְרִֽי־אַדְמָתְ⁠ךָ֮	1	See how you translated the similar expression “the fruit of your land and the fruit of your cattle” in [verse 4](../28/04.md).
28:51	e9hs		rc://*/ta/man/translate/figs-activepassive	עַ֣ד הִשָּֽׁמְדָ⁠ךְ֒	1	The expression **are destroyed** is a passive verbal form. If your language would not use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [until the nation destroys you] or [until you perish]
28:52	coq7		rc://*/ta/man/translate/writing-pronouns	וְ⁠הֵצַ֨ר & וְ⁠הֵצַ֤ר	1	Both occurrences of the pronoun **it** refer to the “nation” mentioned in the [verse 50](../28/50.md). It may be helpful to clarify this for your readers.
28:52	jn94		rc://*/ta/man/translate/figs-synecdoche	בְּ⁠כָל־שְׁעָרֶ֗י⁠ךָ	1	Moses is using one part of a city or town, the **gates**, to mean walled cities or towns in general. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [within all your cities] or [within all your towns]
28:53	ag7w		rc://*/ta/man/translate/figs-idiom	פְרִֽי־בִטְנְ⁠ךָ֗	1	Moses is using **fruit of your womb** as a common expression of his culture to mean “your children.” If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [your own children]
28:54	gi60		rc://*/ta/man/translate/figs-doublet	הָ⁠אִישׁ֙ הָ⁠רַ֣ךְ בְּ⁠ךָ֔ וְ⁠הֶ⁠עָנֹ֖ג מְאֹ֑ד	1	The terms **tender** and **very delicate** mean similar things. Moses is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [The most gentle man among you]
28:54	f2i3		rc://*/ta/man/translate/figs-genericnoun	הָ⁠אִישׁ֙ הָ⁠רַ֣ךְ	1	Moses is not referring to a specific **tender man**. He means any man who has lived a pampered life in general. If it would be helpful to your readers, you could use an expression that would be more natural in your language. Alternate translation: [Any pampered man] or [Even a man who is tender]
28:54	pnvw		rc://*/ta/man/translate/figs-idiom	תֵּרַ֨ע עֵינ֤⁠וֹ בְ⁠אָחִי⁠ו֙	1	Moses is using **his eye will do wrong against** as a common expression of his culture to mean “he will look with malice and act selfishly toward.” If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [he will be selfish toward his brother] or [he will act with malice toward his brother]
28:54	fpgk		rc://*/ta/man/translate/figs-idiom	וּ⁠בְ⁠אֵ֣שֶׁת חֵיק֔⁠וֹ	1	Moses is using **the wife of his bosom** as a common expression of his culture to mean “his beloved wife” or “his dear wife.” If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [and against his own dear wife]
28:54	qju5		rc://*/ta/man/translate/figs-ellipsis	וּ⁠בְ⁠יֶ֥תֶר בָּנָ֖י⁠ו אֲשֶׁ֥ר יוֹתִֽיר	1	It might seem that the expression **remainder of his children who remain** contains extra information that would not be natural to express in your language. If so, you could shorten. Alternate translation: [and against the remainder of his children]
28:55	j7js		rc://*/ta/man/translate/figs-ellipsis	מִ⁠בְּלִ֥י הִשְׁאִֽיר־ל֖⁠וֹ	1	Moses is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [since nothing remains for himself to eat]
28:55	h12i		rc://*/ta/man/translate/figs-rpronouns	ל֖⁠וֹ	1	The word **himself** indicates that the object of the verb is the same as the subject of the verb. Use a way that is natural in your language to indicate that the same person fills two roles in the sentence. Alternate translation: [for him]
28:55	ue9m		rc://*/ta/man/translate/figs-synecdoche	בְּ⁠כָל־שְׁעָרֶֽי⁠ךָ	1	See how you translated the same expression in [verse 52](../28/52.md).
28:56	m2ab		rc://*/ta/man/translate/figs-genericnoun	וְ⁠הָ⁠עֲנֻגָּ֗ה	1	Moses is not referring to a specific **delicate woman**. He means delicate women in general. If it would be helpful to your readers, you could use an expression that would be more natural in your language. Alternate translation: [and any delicate woman]
28:56	otql		rc://*/ta/man/translate/figs-hyperbole	אֲשֶׁ֨ר לֹא־נִסְּתָ֤ה כַף־רַגְלָ⁠הּ֙ הַצֵּ֣ג עַל־הָ⁠אָ֔רֶץ	1	Moses says **would not attempt to set the bottom of her foot on the ground** as an extreme statement for emphasis. It could mean that the woman has always had servants to carry her places or that she’s always had shoes to protect her feet from the cold and dirt of the ground. If it would be helpful in your language, you could use a different way to express the emphasis. Alternate translation: [who has always been carried everywhere] or [who has always had clean, warm feet]
28:56	tc8w		rc://*/ta/man/translate/figs-idiom	תֵּרַ֤ע עֵינָ⁠הּ֙ בְּ⁠אִ֣ישׁ חֵיקָ֔⁠הּ	1	See how you translated the similar expression “his eye will do wrong against his brother and against the wife of his bosom” in [verse 54](../28/54.md).
28:57	x5d6		rc://*/ta/man/translate/figs-ellipsis	בְּ⁠חֹֽסֶר־כֹּ֖ל	1	Moses is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [for lack of anything else to eat]
28:57	sgz4		rc://*/ta/man/translate/figs-metaphor	בְּ⁠מָצוֹר֙ וּ⁠בְ⁠מָצ֔וֹק אֲשֶׁ֨ר יָצִ֥יק לְ⁠ךָ֛ אֹיִבְ⁠ךָ֖ בִּ⁠שְׁעָרֶֽי⁠ךָ	1	Here Moses is speaking of **the distress** as if it were something physical that an enemy could **set upon** people. He means that the enemy will cause the people to experience distress. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [in the siege and in the distress that your enemy will cause you to experience within your gates]
28:57	hrjf		rc://*/ta/man/translate/figs-synecdoche	בִּ⁠שְׁעָרֶֽי⁠ךָ	1	See how you translated the phrase “within all your gates” in [verse 52](../28/52.md).
28:58	edo8		rc://*/ta/man/translate/grammar-connect-condition-hypothetical	אִם־לֹ֨א תִשְׁמֹ֜ר לַ⁠עֲשׂ֗וֹת אֶת־כָּל־דִּבְרֵי֙ הַ⁠תּוֹרָ֣ה הַ⁠זֹּ֔את	1	Here, **If you do not keep doing all the words of this law** introduces the first part of a possible condition. Yahweh will only do the things in verse 59 if this condition happens. Use a natural form in your language for introducing a condition that could happen. Alternate translation: [Suppose you do not keep doing all the words of this law]
28:58	opd0		rc://*/ta/man/translate/figs-activepassive	הַ⁠כְּתוּבִ֖ים	1	The expression **are written** is a passive verbal form. If your language would not use that form, you could express the idea in active form or in another way that is natural in your language. If you need to say who does the action, the context indicates that it is Yahweh. Alternate translation: [that Yahweh has given me to write]
28:58	dmtf		rc://*/ta/man/translate/figs-metonymy	אֶת־הַ⁠שֵּׁ֞ם הַ⁠נִּכְבָּ֤ד וְ⁠הַ⁠נּוֹרָא֙ הַ⁠זֶּ֔ה אֵ֖ת יְהוָ֥ה אֱלֹהֶֽי⁠ךָ	1	Here, **name** represents Yahweh himself, including his character, power, and reputation. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [Yahweh your God himself, who is glorious and to be revered]
28:58	w407		rc://*/ta/man/translate/figs-abstractnouns	אֶת־הַ⁠שֵּׁ֞ם הַ⁠נִּכְבָּ֤ד וְ⁠הַ⁠נּוֹרָא֙ הַ⁠זֶּ֔ה	1	If your language does not use abstract nouns for the ideas of **glorious** and **feared**, you could express the same ideas in other ways. Alternate translation: [this name that brings glory and terror] or [this name that people glorify and revere]
28:59	j19p		rc://*/ta/man/translate/figs-metaphor	זַרְעֶ֑⁠ךָ	1	See how you translated the expression “your seed” in [verse 46](../28/46.md). Alternate translation: [your offspring]
28:59	j08i		rc://*/ta/man/translate/figs-ellipsis	וָ⁠חֳלָיִ֥ם רָעִ֖ים וְ⁠נֶאֱמָנִֽים	1	Moses is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [and they will be great and enduring sicknesses]
28:60	ays7		rc://*/ta/man/translate/figs-idiom	אֲשֶׁ֥ר יָגֹ֖רְתָּ מִ⁠פְּנֵי⁠הֶ֑ם	1	Moses is using **of which you were afraid of their faces** as a common expression of his culture to mean “which you feared” or “which terrified you.” If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [which you feared]
28:61	bwm9		rc://*/ta/man/translate/figs-hyperbole	כָּל־חֳלִי֙ וְ⁠כָל־מַכָּ֔ה אֲשֶׁר֙ לֹ֣א כָת֔וּב	1	Moses is saying **every sickness and every plague that is not written** as a generalization for emphasis. If it would be clearer in your language, you could express the emphasis in a different way. Alternate translation: [many other sicknesses and plagues that are not written]
28:61	a5cn		rc://*/ta/man/translate/figs-activepassive	אֲשֶׁר֙ לֹ֣א כָת֔וּב בְּ⁠סֵ֖פֶר הַ⁠תּוֹרָ֣ה הַ⁠זֹּ֑את	1	The expression **is not written** contains a passive verbal form. If your language would not use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [that I have not written in the scroll of this law] or [that this law does not record]
28:61	ox9u		rc://*/ta/man/translate/figs-activepassive	עַ֖ד הִשָּׁמְדָֽ⁠ךְ	1	The expression **are destroyed** is a passive verbal form. If your language would not use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [until they destroy you]
28:62	zueq		rc://*/ta/man/translate/figs-yousingular	וְ⁠נִשְׁאַרְתֶּם֙ & הֱיִיתֶ֔ם & כִּי־לֹ֣א שָׁמַ֔עְתָּ	1	The words translated **you shall remain** and **you were** are plural here because Moses is addressing the Israelites as a group, but **you did not listen** is singular because it refers to each individual Israelite. So use the plural form for the first two phrases and the singular form for the last phrase in your translation if your language marks that distinction.
28:62	xhnl		rc://*/ta/man/translate/figs-simile	הֱיִיתֶ֔ם כְּ⁠כוֹכְבֵ֥י הַ⁠שָּׁמַ֖יִם לָ⁠רֹ֑ב	1	Here Moses is making a comparison between the number of Israelites and **the stars of the heavens**. The point of this comparison is that just as **the stars of the heavens** are countless, so were the Israelites numerous in the past. If it would be helpful in your language, you could make this point explicitly. Alternate translation: [you were as countless as the stars of the heavens] or [you were very numerous]
28:63	zo22		rc://*/ta/man/translate/figs-yousingular	אַתָּ֥ה	1	The word **you** is plural throughout most of this verse because Moses is addressing the Israelites as a group. However, in the final clause the **you** is singular, referring to the nation of Israel as a single entity. Use the appropriate form in your translation if your language marks that distinction.
28:63	kco0		rc://*/ta/man/translate/grammar-connect-logic-contrast	כַּ⁠אֲשֶׁר־שָׂ֨שׂ יְהוָ֜ה עֲלֵי⁠כֶ֗ם לְ⁠הֵיטִ֣יב אֶתְ⁠כֶם֮ וּ⁠לְ⁠הַרְבּ֣וֹת אֶתְ⁠כֶם֒ כֵּ֣ן יָשִׂ֤ישׂ יְהוָה֙ עֲלֵי⁠כֶ֔ם לְ⁠הַאֲבִ֥יד אֶתְ⁠כֶ֖ם וּ⁠לְ⁠הַשְׁמִ֣יד אֶתְ⁠כֶ֑ם	1	Moses uses the word **so** here to indicate a contrast between Yahweh’s past joy in blessing Israel and his future joy in punishing them. This creates a shocking reversal of expectations—the same divine joy that once brought blessing will bring destruction. In your translation, indicate this contrast in a way that is natural in your language. Alternate translation: [just as Yahweh rejoiced over you in doing you good and in multiplying you, in the same way Yahweh will rejoice over you in causing you to perish and in destroying you]
28:63	rfwj		rc://*/ta/man/translate/figs-metaphor	וְ⁠נִסַּחְתֶּם֙ מֵ⁠עַ֣ל הָֽ⁠אֲדָמָ֔ה	1	Here Moses is speaking as if the Israelites were plants that would be **torn away** from the soil. He means that they will be forcibly removed from the land. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [And you will be forcibly removed from the land] or [And you will be driven out of the land]
28:63	ozc0		rc://*/ta/man/translate/figs-activepassive	וְ⁠נִסַּחְתֶּם֙ מֵ⁠עַ֣ל הָֽ⁠אֲדָמָ֔ה	1	The expression **you will be torn away from the land** contains a passive verbal form. If your language would not use that form, you could express the idea in active form or in another way that is natural in your language. If you need to say who does the action, the context indicates that it is Yahweh. Alternate translation: [And Yahweh will tear you away from the land]
28:64	zlbt		rc://*/ta/man/translate/figs-merism	מִ⁠קְצֵ֥ה הָ⁠אָ֖רֶץ וְ⁠עַד־קְצֵ֣ה הָ⁠אָ֑רֶץ	1	Moses is referring to all of the earth by naming two extremes, **one end of the earth** and **the other end of the earth**. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [everywhere on earth] or [to the farthest places on earth]
28:65	r3nu		rc://*/ta/man/translate/figs-synecdoche	מָנ֖וֹחַ לְ⁠כַף־רַגְלֶ֑⁠ךָ	1	Moses is using one part of a person, the **sole of your foot**, to mean all of him in the act of finding rest. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [there will be no rest for you]
28:65	sqz0		rc://*/ta/man/translate/figs-metonymy	לֵ֣ב רַגָּ֔ז וְ⁠כִלְי֥וֹן עֵינַ֖יִם וְ⁠דַֽאֲב֥וֹן נָֽפֶשׁ	1	Here, **a trembling heart**, **failing eyes**, and **a mourning spirit** represent fearfulness, hopelessness, and deep sadness. If it would be helpful in your language, you could use equivalent expressions or state the meaning plainly. Alternate translation: [fearfulness, hopelessness, and despair] or [constant fear, lost hope, and deep sadness]
28:66	zvel		rc://*/ta/man/translate/figs-metaphor	חַיֶּ֔י⁠ךָ תְּלֻאִ֥ים לְ⁠ךָ֖ מִ⁠נֶּ֑גֶד	1	Here Moses is speaking as if the people’s lives could physically **hang** precariously, as if suspended by a thread. He means that their lives will constantly be at risk and they will live in uncertainty about their survival. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly. Alternate translation: [your life will constantly be at risk] or [you will live in constant danger]
28:66	lpq8		rc://*/ta/man/translate/figs-merism	לַ֣יְלָה וְ⁠יוֹמָ֔ם	1	Moses is referring to all times by naming two extremes, **night** and **day**. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [all the time] or [constantly]
28:67	lh93		rc://*/ta/man/translate/figs-rquestion	בַּ⁠בֹּ֤קֶר תֹּאמַר֙ מִֽי־יִתֵּ֣ן עֶ֔רֶב וּ⁠בָ⁠עֶ֥רֶב תֹּאמַ֖ר מִֽי־יִתֵּ֣ן בֹּ֑קֶר	1	Moses is using the question form to express the people’s despair and longing for relief from their suffering. If a speaker of your language would not use the question form for that purpose, you could translate these questions as statements or as exclamations. Alternate translation: [In the morning you will say, ‘I wish it were evening!’ and in the evening you will say, ‘I wish it were morning!’]
28:67	nf6r		rc://*/ta/man/translate/writing-poetry	מִ⁠פַּ֤חַד לְבָֽבְ⁠ךָ֙ אֲשֶׁ֣ר תִּפְחָ֔ד	1	Moses is using a construction in which a verb and its object come from the same root. You may be able to use the same construction in your language to express the meaning here. Alternatively, your language may have another way of saying this. Alternate translation: [because of the great fear you feel]
28:67	v646		rc://*/ta/man/translate/figs-explicitinfo	וּ⁠מִ⁠מַּרְאֵ֥ה עֵינֶ֖י⁠ךָ אֲשֶׁ֥ר תִּרְאֶֽה	1	It might seem that the expression **from the view of your eyes that you will see** contains extra information that would not be natural to express in your language. If so, you could shorten it. Alternate translation: [all that you will see]
28:68	od6j		rc://*/ta/man/translate/writing-pronouns	אָמַ֣רְתִּֽי	1	Here the pronoun **I** refers to Yahweh. It may be helpful to clarify this for your readers. Alternate translation: [Yahweh had said] or [he had said]
28:68	t5nb		rc://*/ta/man/translate/figs-metonymy	בַּ⁠דֶּ֨רֶךְ֙ אֲשֶׁ֣ר אָמַ֣רְתִּֽי לְ⁠ךָ֔ לֹא־תֹסִ֥יף ע֖וֹד לִ⁠רְאֹתָ֑⁠הּ	1	Here, **see** represents experiencing. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [by the route which he had said to you, ‘You will not go there again.’]
28:68	dkrl		rc://*/ta/man/translate/figs-hyperbole	וְ⁠הִתְמַכַּרְתֶּ֨ם שָׁ֧ם לְ⁠אֹיְבֶ֛י⁠ךָ לַ⁠עֲבָדִ֥ים וְ⁠לִ⁠שְׁפָח֖וֹת וְ⁠אֵ֥ין קֹנֶֽה	1	Moses says **but there will be no buyers** as an overstatement for emphasis. This is the climax of the judgment prophecies, expressing poetic irony: the people will be so desperate that they will try to sell themselves back into slavery, but they will be so numerous and so worthless as slaves that no one will buy them. If it would be helpful in your language, you could use a different way to express the emphasis. Alternate translation: [If you were to try to sell yourselves to your enemies as slaves, your people will be so numerous and so worthless that you would find no one willing to buy you]
28:68	c0hz		rc://*/ta/man/translate/figs-yousingular	וְ⁠הִתְמַכַּרְתֶּ֨ם	1	The word **you** is plural here, so use the plural form in your translation if your language marks that distinction.
29:intro	if6j				0	# Deuteronomy 29 Chapter Introduction\n\n## Structure and Formatting\n\nThis chapter is a summary of what Yahweh has done for the Israelites and a warning of what will happen if they worship other gods.\n\n1. History (2–9)\n2. Extent of covenant (10–15)\n3. Warnings against covenant breaking (16–29)\n\n## Translation Issues in This Chapter\n\n- verse one may connect to chapter 28 more than chapter 29\n- the concept of “nose” for anger occurs frequently\n- the verb “cut” is used in relation to a covenant to mean “make a covenant”\n- there are several references to curses written in the book which require care because the phrase is passive and readers may have trouble identifying who wrote them, when they were written and what book Moses is referring to\n\n### Use of “you”\n\nThroughout this chapter “you” is a mix of singular and plural. The majority are plural. All are singular in verses 3 and 12–13. Verses 5 and 11 are a mix, see notes there.
29:1	p9lj		rc://*/ta/man/translate/figs-infostructure	אֵלֶּה֩ דִבְרֵ֨י & בְּ⁠חֹרֵֽב	1	In some translations this verse appears at the end of chapter 28 and other translations, at the beginning of chapter 29. You may wish to follow the convention of a locally accepted translation. This reflects that this verse could (1) look ahead to everything in chapter 29. Use a natural form in your language that indicates that it applies to what follows such as ending punctuation. Alternate translation: [These are the words of … at Horeb:] or (2) refer back to everything in chapter 28. Alternate translation: [Those were the words of … at Horeb]
29:1	f7xf		rc://*/ta/man/translate/figs-idiom	הַ⁠בְּרִ֜ית אֲֽשֶׁר־צִוָּ֧ה יְהוָ֣ה אֶת־מֹשֶׁ֗ה לִ⁠כְרֹ֛ת אֶת־בְּנֵ֥י יִשְׂרָאֵ֖ל	1	Moses is using **cut** and **covenant** as part of a common expression of his culture, “to cut a covenant,” which means “to make” or “establish” a covenant. See how you translated the phrase “cut a covenant” in [5:2](../05/02.md). If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [the covenant that Yahweh commanded Moses to make with the sons of Israel] or [the covenant that Yahweh commanded Moses to establish with the sons of Israel]
29:1	zf7c		rc://*/ta/man/translate/figs-metaphor	אֶת־בְּנֵ֥י יִשְׂרָאֵ֖ל	1	Here, **sons** means “descendants.” Moses is identifying the Israelites as descendants of their ancestor Jacob, who was also known as Israel. See how you translated the phrase “sons of Israel” in [4:44](../04/44.md). If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [with the descendants of Israel] or [with the Israelites]
29:1	j9mg		rc://*/ta/man/translate/figs-idiom	הַ⁠בְּרִ֔ית אֲשֶׁר־כָּרַ֥ת אִתָּ֖⁠ם	1	See how you translated the similar expression using “covenant” and “cut with” in the first phrase of this verse. Alternate translation: [the covenant that he had made with them]
29:1	qa0t		rc://*/ta/man/translate/translate-names	בְּ⁠חֹרֵֽב	1	**Horeb** is the name of a mountain that is also known as Mount Sinai. You could add a footnote to show that this refers to the events described in [Exodus 32](../../exo/32/01.md).
29:2	uw1d		rc://*/ta/man/translate/figs-metonymy	אֶל־כָּל־יִשְׂרָאֵ֖ל	1	Here the word **Israel** represents the people of the nation of Israel. If it would be helpful in your language, you could use an equivalent expression from your language or plain language. Alternate translation: [to all the Israelites]
29:2	tz6w		rc://*/ta/man/translate/writing-quotations	וַ⁠יֹּ֣אמֶר	1	The term **and said** introduces a direct quotation. In your translation, use a natural way of introducing direct quotations in your language. It may not be necessary to represent this term explicitly.
29:2	ya5p		rc://*/ta/man/translate/figs-metonymy	לְ⁠עֵֽינֵי⁠כֶם֙	1	See how you translated the phrase “before your eyes” in [1:30](../01/30.md). Alternate translation: [in your sight]
29:3	iv29		rc://*/ta/man/translate/figs-synecdoche	אֲשֶׁ֥ר רָא֖וּ עֵינֶ֑י⁠ךָ	1	Moses is using one part of a person, the **eyes**, to mean all of the person in the act of seeing. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [that you saw]
29:4	mh61		rc://*/ta/man/translate/figs-metonymy	עַ֖ד הַ⁠יּ֥וֹם הַ⁠זֶּֽה	1	See how you translated the phrase “until this day” in [2:22](../02/22.md). Alternate translation: [until this present time]
29:4	lfbx		rc://*/ta/man/translate/figs-metonymy	לָ⁠כֶ֥ם לֵב֙ לָ⁠דַ֔עַת וְ⁠עֵינַ֥יִם לִ⁠רְא֖וֹת וְ⁠אָזְנַ֣יִם לִ⁠שְׁמֹ֑עַ	1	Here, **a heart to know or eyes to see or ears to hear** represents the ability to understand and comprehend all that someone sees or hears. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [you understanding of all you see and hear]
29:4	jkqy		rc://*/ta/man/translate/figs-parallelism	לֵב֙ לָ⁠דַ֔עַת וְ⁠עֵינַ֥יִם לִ⁠רְא֖וֹת וְ⁠אָזְנַ֣יִם לִ⁠שְׁמֹ֑עַ	1	These three phrases **a heart to know** and **eyes to see** and **ears to hear** mean basically the same thing. The second and third emphasize the meaning of the first by repeating the same idea with different words. Hebrew poetry was based on this kind of repetition, and you may want to show this to your readers by including all three phrases in your translation. If it is helpful, you could combine the phrases in a way that shows that the second and third phrases are repeating the first one, not saying something additional. Alternate translation: [understanding all that you see and hear]
29:5-6	mw4s		rc://*/ta/man/translate/figs-quotesinquotes	וָ⁠אוֹלֵ֥ךְ אֶתְ⁠כֶ֛ם & כִּ֛י אֲנִ֥י יְהוָ֖ה אֱלֹהֵי⁠כֶֽם	1	In verses 5–6 there is a shift of who is speaking. It seems that Moses directly quotes Yahweh. You may choose to mark these verses as a second level direct quotation or change it to refer to Yahweh indirectly. Alternate translation: [And he has lead you … that Yahweh is your God.]
29:5	qzjs		rc://*/ta/man/translate/writing-quotations	וָ⁠אוֹלֵ֥ךְ	1	This is the beginning of what Yahweh said. If it would be helpful to your readers, you could mark that this is a direct quote of Yahweh. Alternate translation: [He said, ‘And I have led]
29:5	y34z		rc://*/ta/man/translate/figs-yousingular	וְ⁠נַֽעַלְ⁠ךָ֥ & רַגְלֶֽ⁠ךָ	1	The word **you** in **your sandals** and **your feet** is singular, so use the singular form in your translation if your language marks that distinction. In **led you**, **your clothes**, and **on you** they are plural.
29:6	ishd		rc://*/ta/man/translate/figs-possession	יְהוָ֖ה אֱלֹהֵי⁠כֶֽם	1	See how you translated the phrase “Yahweh your God” in [1:10](../01/10.md).
29:7	m2sc		rc://*/ta/man/translate/figs-metonymy	וַ⁠נַּכֵּֽ⁠ם	1	Here, **struck them down** represents defeating them in battle. If it would be helpful in your language, you could use an equivalent expression or state the meaning plainly. Alternate translation: [and we conquered them]
29:9	dp9q		rc://*/ta/man/translate/figs-doublet	וּ⁠שְׁמַרְתֶּ֗ם אֶת־דִּבְרֵי֙ הַ⁠בְּרִ֣ית הַ⁠זֹּ֔את וַ⁠עֲשִׂיתֶ֖ם אֹתָ֑⁠ם	1	The terms **keep** and **do** mean similar things. Moses is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [And you shall carefully obey this covenant]
29:10	j52h		rc://*/ta/man/translate/figs-metonymy	לִ⁠פְנֵ֖י יְהוָ֣ה	1	Here, **to the face of** represents being in the presence of Yahweh. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [before Yahweh] or [in the presence of Yahweh]
29:10	vzic		rc://*/ta/man/translate/figs-litany	רָאשֵׁי⁠כֶ֣ם שִׁבְטֵי⁠כֶ֗ם זִקְנֵי⁠כֶם֙ וְ⁠שֹׁ֣טְרֵי⁠כֶ֔ם כֹּ֖ל אִ֥ישׁ יִשְׂרָאֵֽל	1	Moses uses a repetitive series of clauses from here through the next verse to communicate that what he is saying should be understood as comprehensive. Use a form in your language that someone would use to describe a situation that is comprehensive.
29:11	a20m		rc://*/ta/man/translate/figs-merism	מֵ⁠חֹטֵ֣ב עֵצֶ֔י⁠ךָ עַ֖ד שֹׁאֵ֥ב מֵימֶֽי⁠ךָ	1	The author is referring to all kinds of labor performed by foreigners among them by naming two specific types of work, **cuts your wood** and **draws your water**. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [including those who do all kinds of work for you]
