Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
7:4	pmgv		rc://*/ta/man/translate/grammar-collectivenouns	אֶת־בִּנְ⁠ךָ֙	1	In this verse, the word **son** is singular in form, but it refers to all the children of the Israelites, both their sons and their daughters. If it would be helpful in your language, you could say this plainly. Alternate translation: [your offspring]
7:4	rsx4		rc://*/ta/man/translate/figs-idiom	וְ⁠חָרָ֤ה אַף־יְהוָה֙ בָּ⁠כֶ֔ם	1	See how you translated “nose” and “burn” in the similar phrase in [6:15](../06/15.md). Alternate translation: [And Yahweh will be very angry with you]
7:5	u6w9		rc://*/ta/man/translate/figs-explicit	וּ⁠מַצֵּבֹתָ֖⁠ם תְּשַׁבֵּ֑רוּ	1	The people groups in the land built stone **pillars** as symbols of their god Baal. You could include this information if that would be helpful to your readers. Alternate translation: [and smash their sacred stone pillars]
7:5	u2o4		rc://*/ta/man/translate/figs-explicit	וַ⁠אֲשֵֽׁירֵ⁠הֶם֙ תְּגַדֵּע֔וּ⁠ן	1	The people groups in the land made wooden **poles** to worship their goddess, **Asherah**. You could include this information if that would be helpful to your readers. Alternate translation: [and cut their wooden poles symbolizing the goddess Asherah to pieces]
7:6	cpue		rc://*/ta/man/translate/figs-youcrowd	אַתָּ֔ה & אֱלֹהֶ֑י⁠ךָ בְּ⁠ךָ֞ & אֱלֹהֶ֗י⁠ךָ	1	Even though Moses is speaking to all the Israelites, **you** and **your** are singular in this verse. If the singular forms of these pronouns would not be natural in your language, you could use the plural forms in your translation.
7:6	bdz4		rc://*/ta/man/translate/grammar-connect-logic-result	כִּ֣י	1	The word translated as **For** indicates that what follows is a reason for what came before. Use a connector in your language that makes it clear that what follows is a reason for what came before. Alternate translation: [This is because]
7:6	uqx6		rc://*/ta/man/translate/figs-idiom	עַל־פְּנֵ֥י הָ⁠אֲדָמָֽה	1	See how you translated the phrase “the face of the earth” in the similar phrase in [6:15](../06/15.md). Alternate translation: [are existing on the earth] or [are on the earth]
7:7	if5m		rc://*/ta/man/translate/grammar-connect-logic-contrast	לֹ֣א & כִּֽי	1	Moses uses the words **not** and **for** here to indicate a strong contrast. Yahweh could have chosen a numerous people group, but he did not do that. In your translation, indicate this strong contrast in a way that is natural in your language. Alternate translation: [not for the reason … but rather,]
7:7	o06l		rc://*/ta/man/translate/figs-hyperbole	אַתֶּ֥ם הַ⁠מְעַ֖ט מִ⁠כָּל־הָ⁠עַמִּֽים	1	Moses says **fewest of all the peoples** here as an extreme statement for emphasis. The Israelites were most likely not the smallest people group. Moses means that they were insignificant compared to other people groups. If it would be helpful in your language, you could use a different way to express the emphasis. Alternate translation: [you were insignificant compared to the other peoples]
7:8	zl86		rc://*/ta/man/translate/grammar-connect-logic-result	כִּי֩	1	The word translated as **but** indicates that what follows is a reason for what came before, specifically the reason why Yahweh “chose” the Israelites (see the preceding verse for the use of the word “chose”). Use a connector in your language that makes it clear that what follows is a reason for what came before.
7:8	l7na		rc://*/ta/man/translate/figs-metaphor	לַ⁠אֲבֹ֣תֵי⁠כֶ֔ם	1	Moses is using the term **fathers** to mean “ancestors.” If it would be helpful in your language, you could state the meaning plainly as modeled in the UST. See how you translated the phrase “your fathers” in [1:8](../01/08.md).
7:8	j4hq		rc://*/ta/man/translate/figs-metonymy	בְּ⁠יָ֣ד חֲזָקָ֑ה & מִ⁠יַּ֖ד	1	Here the word **hand** represents power. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: [with mighty strength … from the control of]
7:8	xtl5		rc://*/ta/man/translate/figs-metaphor	מִ⁠בֵּ֣ית עֲבָדִ֔ים	1	See how you translated the phrase “from the house of slaves” in [5:6](../05/06.md). Alternate translation: [from the place where you were slaves]
7:9	y65z		rc://*/ta/man/translate/figs-youcrowd	וְ⁠יָ֣דַעְתָּ֔ & אֱלֹהֶ֖י⁠ךָ	1	Even though Moses is speaking to all the Israelites, **you** and **your** are singular in this verse. If the singular forms of these pronouns would not be natural in your language, you could use the plural forms in your translation.
7:9	iwfa		rc://*/ta/man/translate/figs-abstractnouns	וְ⁠הַ⁠חֶ֗סֶד	1	If your language does not use an abstract noun for the idea of **faithfulness**, you could express the same idea in another way. Alternate translation: [and loves steadfastly]
7:9	ky8b		rc://*/ta/man/translate/translate-numbers	לְ⁠אֶ֥לֶף דּֽוֹר	1	Here, **a thousand generations** represents the concept of forever. See how you translated the similar concept with “thousands” in [5:10](../05/10.md). Alternate translation: [for all of his people always]
7:10	wzi9		rc://*/ta/man/translate/figs-parallelism	וּ⁠מְשַׁלֵּ֧ם לְ⁠שֹׂנְאָ֛י⁠ו אֶל־פָּנָ֖י⁠ו לְ⁠הַאֲבִיד֑⁠וֹ לֹ֤א יְאַחֵר֙ לְ⁠שֹׂ֣נְא֔⁠וֹ אֶל־פָּנָ֖י⁠ו יְשַׁלֶּם־לֽ⁠וֹ	1	These two sentences mean basically the same thing. The second emphasizes the meaning of the first by repeating the same idea with different words. If it would be helpful to your readers, you could connect the sentences with a word that shows that the second sentence is repeating the first one, not saying something additional. Alternate translation: [and he repays those who hate him to his face, to destroy him. Indeed, he will not delay with him who hates him; he will repay him to his face]
7:10	ni27		rc://*/ta/man/translate/figs-synecdoche	אֶל־פָּנָ֖י⁠ו & אֶל־פָּנָ֖י⁠ו	1	Moses is using **face** to represent all of a person. If it would be helpful in your language, you could use an equivalent expression from your culture or state the meaning plainly. Alternate translation: [personally … personally]
7:10	xk2p		rc://*/ta/man/translate/figs-litotes	לֹ֤א יְאַחֵר֙	1	Moses is using a figure of speech here that expresses a strongly positive meaning by using a negative word, **not**, together with an expression that is the opposite of the intended meaning. If it would be helpful in your language, you could express the positive meaning. Alternate translation: [He will act swiftly] or [He will deal swiftly]
7:11	o2z2		rc://*/ta/man/translate/figs-youcrowd	וְ⁠שָׁמַרְתָּ֨ & מְצַוְּ⁠ךָ֛	1	Even though Moses is speaking to all the Israelites, **you** and **your** are singular from this verse to verse 24. If the singular forms of these pronouns would not be natural in your language, you could use the plural forms in your translation.
7:12	v1lv		rc://*/ta/man/translate/grammar-connect-condition-hypothetical	עֵ֣קֶב	1	Here, **on account of** introduces the first part of a condition. Yahweh will only bless the Israelites if they obey his commandments. Use a natural form in your language for introducing a situation that could happen.
7:12	co63		rc://*/ta/man/translate/figs-hendiadys	וּ⁠שְׁמַרְתֶּ֥ם וַ⁠עֲשִׂיתֶ֖ם	1	The two words **keeping** and **doing** express a single idea. The word **keeping** describes how the act of **doing** takes place. If it would be more natural in your language, you could express this meaning in a different way. Alternate translation: [and faithfully doing]
7:12	xrvz		rc://*/ta/man/translate/figs-abstractnouns	וְ⁠אֶת־הַ⁠חֶ֔סֶד	1	If your language does not use an abstract noun for the idea of **faithfulness**, you can express the same idea with “faithfully” or “faithful” or in some other way that is natural in your language. Alternate translation: [with loyalty]
7:13	ghv3		rc://*/ta/man/translate/figs-explicit	וְ⁠הִרְבֶּ֑⁠ךָ	1	The implication is that the number of Israelites will **multiply** by births. You could include this information if that would be helpful to your readers. Alternate translation: [and increase your population]
7:13	nmj6		rc://*/ta/man/translate/figs-idiom	וּ⁠בֵרַ֣ךְ פְּרִֽי־בִטְנְ⁠ךָ֣	1	Moses is using **fruit of your womb** as a common expression of his culture to mean “your ability to have many children.” If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [And he will cause your women to be fertile]
7:13	rl5m		rc://*/ta/man/translate/figs-idiom	וּ⁠פְרִֽי־אַ֠דְמָתֶ⁠ךָ	1	Moses is using **fruit of your ground** as a common expression of his culture to mean “your crops.” If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [and your crops]
7:13	k3f8		rc://*/ta/man/translate/figs-genericnoun	דְּגָ֨נְ⁠ךָ֜ וְ⁠תִֽירֹשְׁ⁠ךָ֣ וְ⁠יִצְהָרֶ֗⁠ךָ	1	In this verse, the words **grain**, **wine**, and **oil** are singular in form, but they refer to all crops and produce as a group. If it would be helpful in your language, you could say this plainly. Alternate translation: [all your crops of grain and all of your new wine and all of your oil]
7:13	d3v7		rc://*/ta/man/translate/figs-explicit	וְ⁠תִֽירֹשְׁ⁠ךָ֣ וְ⁠יִצְהָרֶ֗⁠ךָ	1	The implication is that Yahweh will cause the grapevines and olive plants of the Israelites to produce abundant crops of grapes and olives. **Wine** is made from grapes and **oil** is made from olives. You could include this information if that would be helpful to your readers. Alternate translation: [and your grapes for wine and your olive trees for oil]
7:13	ie2v		rc://*/ta/man/translate/figs-explicit	אֲלָפֶ֨י⁠ךָ֙	1	Here the word **cattle** refers to livestock such as bulls and cows. You could include this information if that would be helpful to your readers. Alternate translation: [your bulls and cows]
7:14	fiu4		rc://*/ta/man/translate/figs-activepassive	בָּר֥וּךְ תִּֽהְיֶ֖ה	1	The expression **be blessed** is a passive verbal form. If your language would not use that form, you could express the idea in active form or in another way that is natural in your language. If you need to say who does the action, the context indicates that it is Yahweh. Alternate translation: [Yahweh will bless you]
7:14	e33a		rc://*/ta/man/translate/figs-litotes	לֹא־יִהְיֶ֥ה בְ⁠ךָ֛ עָקָ֥ר וַֽ⁠עֲקָרָ֖ה וּ⁠בִ⁠בְהֶמְתֶּֽ⁠ךָ	1	Moses is using a figure of speech here that expresses a strongly positive meaning by using a negative word, **not**, together with an expression that is the opposite of the intended meaning. If it would be helpful in your language, you could express the positive meaning. Alternate translation: [All your males and females will be fertile among you and among your cattle]
7:15	dovl		rc://*/ta/man/translate/figs-explicitinfo	יָדַ֗עְתָּ	1	Here, **you have known** means “you have known about” or “you have heard of.” This does not mean “experienced,” which would imply that the Israelites also experienced all of the diseases that the Egyptians experienced. Be sure that this distinction is clear in your translation. Alternate translation: [you have heard of]
7:16	myix		rc://*/ta/man/translate/figs-metaphor	וְ⁠אָכַלְתָּ֣	1	Here, **consume** means “completely destroy.” Moses is speaking of conquering a people group as if it were like eating food. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [And you shall exterminate]
7:16	xbj2		rc://*/ta/man/translate/figs-explicit	נֹתֵ֣ן לָ֔⁠ךְ	1	Here, **give** means “allow to conquer.” If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [will cause you to defeat]
7:16	aia1		rc://*/ta/man/translate/figs-idiom	לֹא־תָחֹ֥ס עֵֽינְ⁠ךָ֖ עֲלֵי⁠הֶ֑ם	1	Moses is using **your eye shall not pity them** as a common expression of his culture to mean “do not feel sorry for them.” If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [do not let your heart soften towards them] or [do not have compassion on them]
7:16	aoch		rc://*/ta/man/translate/grammar-connect-logic-result	כִּֽי	1	The word translated as **for** indicates that what follows is a reason for what came before. Use a connector in your language that makes it clear that what follows is a reason for what came before. Alternate translation: [because]
7:16	yvn8		rc://*/ta/man/translate/figs-metaphor	מוֹקֵ֥שׁ ה֖וּא לָֽ⁠ךְ	1	Moses is speaking of the person who worships idols as if they were an animal caught in a hunter’s **snare**. Moses is saying that idolatry leads to certain destruction, just like a trapped animal faces destruction. If it would be helpful in your language, you could state the meaning plainly or express the meaning with a simile. Alternate translation: [it will be like a snare for you because you will keep on serving their gods]
7:17	t4z5		rc://*/ta/man/translate/grammar-connect-condition-hypothetical	כִּ֤י תֹאמַר֙	1	Moses is using the word **If** to introduce a condition that might happen but that is not a good condition. In the next verse, he tells the Israelites what to do in this case, to counteract this condition and to encourage them. Use a natural form in your language for introducing a situation such as this. Alternate translation: [Even though you might say]
7:17	bsr6		rc://*/ta/man/translate/figs-idiom	תֹאמַר֙ בִּ⁠לְבָ֣בְ⁠ךָ֔	1	Moses is using **say in your heart** as a common expression of his culture to mean “think” or “say to yourself.” If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [you say to yourself] or [if you think]
7:17	pn9g		rc://*/ta/man/translate/figs-rquestion	אֵיכָ֥ה אוּכַ֖ל לְ⁠הוֹרִישָֽׁ⁠ם	1	Moses is using the question form to illustrate how the Israelites might be afraid of the other nations. If you would not use the question form for this purpose in your language, you could translate this as a statement or an exclamation. Alternate translation: [I will not be able to dispossess them.]
7:18	fbw2		rc://*/ta/man/translate/figs-reduplication	זָכֹ֣ר תִּזְכֹּ֗ר	1	Moses is repeating forms of the verb **remember** in order to intensify his expression of the idea that it conveys. If your language can repeat words for intensification, it would be appropriate to do that here in your translation. If not, your language may have another way of expressing the intensification. Alternate translation: [You must certainly remember] or [Keep in mind]
7:18	j6gn		rc://*/ta/man/translate/figs-metonymy	מִצְרָֽיִם	1	Here, **Egypt** represents the people of Egypt. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: [the Egyptians]
7:19	vi5b		rc://*/ta/man/translate/figs-explicit	הַ⁠מַּסֹּ֨ת הַ⁠גְּדֹלֹ֜ת	1	Here the word **trials** refers to the plagues in [Exodus 7–11](../../exo/07/01.md) that Yahweh sent so that the Egyptians would see his power. You could include this information if that would be helpful to your readers. See how you translated the similar phrase “by trials” in [4:34](../04/34.md). Alternate translation: [the great plagues that Yahweh sent]
7:19	a3ur		rc://*/ta/man/translate/figs-synecdoche	עֵינֶ֗י⁠ךָ	1	Moses is using **eyes** to represent the whole person in the act of seeing. If it would be helpful in your language, you could use an equivalent expression from your culture or state the meaning plainly. Alternate translation: [you yourself]
7:19	fewz		rc://*/ta/man/translate/figs-doublet	וְ⁠הָ⁠אֹתֹ֤ת וְ⁠הַ⁠מֹּֽפְתִים֙	1	See how you translated the similar phase “by signs and by wonders” in [4:34](../04/34.md). Alternate translation: [and the amazing signs]
7:19	bp4y		rc://*/ta/man/translate/figs-doublet	וְ⁠הַ⁠יָּ֤ד הַ⁠חֲזָקָה֙ וְ⁠הַ⁠זְּרֹ֣עַ הַ⁠נְּטוּיָ֔ה	1	See how you translated the similar phase “by a mighty hand and by an outstretched arm” in [4:34](../04/34.md). Alternate translation: [and the very great power]
7:19	en3p		rc://*/ta/man/translate/figs-go	הוֹצִֽאֲ⁠ךָ֖	1	In a context such as this, your language might say “took” instead of **brought**. Alternate translation: [took you out]
7:19	nng5		rc://*/ta/man/translate/figs-synecdoche	אַתָּ֥ה יָרֵ֖א מִ⁠פְּנֵי⁠הֶֽם	1	Moses is using the phrase **their faces** to represent the people themselves. If it would be helpful in your language, you could use an equivalent expression from your culture or state the meaning plainly. Alternate translation: [you are afraid]
7:20	xr3w		rc://*/ta/man/translate/translate-unknown	אֶת־הַ⁠צִּרְעָ֔ה	1	A **hornet** is a stinging insect. If your readers would not be familiar with this type of insect, you could use the name of something similar in your area or you could use a more general term. Alternate translation: [stinging insects]
7:20	sji2		rc://*/ta/man/translate/figs-metaphor	אֶת־הַ⁠צִּרְעָ֔ה יְשַׁלַּ֛ח & בָּ֑⁠ם	1	Here Moses could be using the term **hornet** to refer to: (1) terror. The phrase **Yahweh your God will send the hornet against them** would then mean that Yahweh would cause the people to become terrified and want to run away. Alternate translation: [will cause them to feel terror] or (2) actual hornets. The phrase **Yahweh your God will send the hornet against them** would then mean that Yahweh would send flying insects that sting people and cause pain.
7:20	w9sm		rc://*/ta/man/translate/figs-idiom	מִ⁠פָּנֶֽי⁠ךָ	1	See how you translated the similar phrase “from their faces” in [2:12](../02/12.md). Alternate translation: [because of you] or [from before you]
7:21	yb9e		rc://*/ta/man/translate/figs-idiom	מִ⁠פְּנֵי⁠הֶ֑ם	1	See how you translated the phrase “from their faces” in [2:12](../02/12.md). Alternate translation: [because of them] or [by their presence]
7:22	d8kb		rc://*/ta/man/translate/figs-idiom	מִ⁠פָּנֶ֖י⁠ךָ	1	Here the phrase **from your face** could: (1) be a common expression of the culture that means “on your account” or “on your behalf,” Alternate translation: [on your behalf] or (2) represent [from your presence.] Alternate translation: [from before you]
7:22	kok0		rc://*/ta/man/translate/grammar-connect-logic-goal	פֶּן	1	Moses is using the word translated as **lest** to introduce an outcome that **Yahweh** does not want to happen, but that could happen if the Israelites drove out the nations quickly rather than **little by little**. Use a connector in your language that makes it clear that avoiding this outcome is the purpose of Yahweh not allowing the Israelites to drive out the nations occupying the land too quickly.
7:22	jkuy		rc://*/ta/man/translate/figs-explicit	תִּרְבֶּ֥ה עָלֶ֖י⁠ךָ חַיַּ֥ת הַ⁠שָּׂדֶֽה	1	The implication is that the wild animals will increase in population and take over the land before the Israelites are able to cultivate all of the land. You could include this information if that would be helpful to your readers. Alternate translation: [the animals of the field multiply before you can control their population]
7:22	szvs		rc://*/ta/man/translate/figs-idiom	חַיַּ֥ת הַ⁠שָּׂדֶֽה	1	Moses is using **animals of the field** as a common expression of his culture to mean “wild animals” or “non-domestic animals.” If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly as in the UST.
7:23	m5in		rc://*/ta/man/translate/writing-pronouns	וּ⁠נְתָנָ֛⁠ם יְהוָ֥ה אֱלֹהֶ֖י⁠ךָ	1	The pronoun **them** refers to the other nations mentioned in the previous verse. If this is not clear to your readers, you could use state it in your translation. Alternate translation: [And Yahweh your God will give those other nations]
7:23	lkz5		rc://*/ta/man/translate/figs-metonymy	לְ⁠פָנֶ֑י⁠ךָ	1	Here, **faces** represents being in their presence which implies being under their control. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: [into your control]
7:23	pa1h		rc://*/ta/man/translate/figs-reduplication	וְ⁠הָמָ⁠ם֙ מְהוּמָ֣ה גְדֹלָ֔ה	1	Moses is repeating forms of the verb **confuse** in order to intensify his expression of the idea that it conveys. If your language can repeat words for intensification, it would be appropriate to do that here in your translation. If not, your language may have another way of expressing the intensification. Alternate translation: [And he will confuse them very greatly]
7:23	cpi5		rc://*/ta/man/translate/figs-activepassive	הִשָּׁמְדָֽ⁠ם	1	The expression **are destroyed** is a passive verbal form. If your language would not use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [you are able to completely destroyed them]
7:24	nmcw		rc://*/ta/man/translate/figs-metaphor	וְ⁠נָתַ֤ן	1	Here, **give** means “enable victory over.” Moses speaks of victory in battle as if it were a physical object one person could **give** to another. Alternate translation: [And he will give victory over]
7:24	s7qg		rc://*/ta/man/translate/figs-metonymy	בְּ⁠יָדֶ֔⁠ךָ	1	Here the word **hand** represents power or control. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: [into your control]
7:24	v25y		rc://*/ta/man/translate/figs-metonymy	אֶת־שְׁמָ֔⁠ם	1	Here, **name** represents the people, their bloodline, and knowledge of them. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: [knowledge of them] or [memory of them]
7:24	c5ov		rc://*/ta/man/translate/figs-idiom	מִ⁠תַּ֖חַת הַ⁠שָּׁמָ֑יִם	1	Moses is using **under the heavens** as a common expression of his culture to mean “on earth.” If this phrase does not have that meaning in your language, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [from the earth]
7:24	q4py		rc://*/ta/man/translate/figs-metaphor	לֹֽא־יִתְיַצֵּ֥ב אִישׁ֙	1	Here, **stand** means “resist” or “stop.” If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [No man will survive the battle]
7:24	q69t		rc://*/ta/man/translate/figs-explicit	אִישׁ֙	1	By **man**, Moses means anyone from the enemy people groups. You could include this information if it would be helpful for your readers. Alternate translation: [fighting man from these peoples]
7:24	icsu		rc://*/ta/man/translate/figs-metonymy	בְּ⁠פָנֶ֔י⁠ךָ	1	Here, **face** represents the presence of a person. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: [against you]
7:25	ohwa		rc://*/ta/man/translate/figs-youcrowd	לֹֽא־תַחְמֹד֩ & וְ⁠לָקַחְתָּ֣ לָ֔⁠ךְ & תִּוָּקֵ֣שׁ & אֱלֹהֶ֖י⁠ךָ	1	Even though Moses is speaking to all the Israelites, **you**, **your**, and the command **covet** are singular here. If the singular forms of these pronouns would not be natural in your language, you could use the plural forms in your translation.
7:25	y5bl		rc://*/ta/man/translate/figs-explicitinfo	תִּשְׂרְפ֣וּ⁠ן בָּ⁠אֵ֑שׁ	1	The expression **burn … in fire** contains extra information that would be unnatural to express in some languages. If this is true of your language, you could shorten the expression, as modeled by the UST.
7:25	d8rc		rc://*/ta/man/translate/figs-explicit	כֶּ֨סֶף וְ⁠זָהָ֤ב	1	Idols were often decorated with **silver and gold** and other precious materials. You could include this information if that would be helpful to your readers. Alternate translation: [the silver and gold overlays]
7:25	k5r7		rc://*/ta/man/translate/grammar-connect-logic-goal	פֶּ֚ן	1	Moses is using the word **lest** to introduce an outcome that he does not want to happen. Because of this, he first gives the Israelites an instruction to follow so that this will not happen. Use a connector in your language that makes it clear that avoiding this outcome is the purpose of the instruction. Alternate translation: [in case]
7:25	su6c		rc://*/ta/man/translate/figs-metaphor	תִּוָּקֵ֣שׁ בּ֔⁠וֹ	1	Moses is speaking of these **silver** and **gold** decorated **idols** as if they were a **trap** that a hunter would use to catch animals. Moses is saying that idolatry leads to certain destruction, just like a trapped animal faces destruction. If it would be helpful in your language, you could state the meaning plainly or express the meaning with a simile. See how you translated the similar phrase “it will be a snare for you” in [7:16](../07/16.md). Alternate translation: [it will be like a trap for you because you will keep on serving their gods]
7:25	vdp1		rc://*/ta/man/translate/figs-activepassive	תִּוָּקֵ֣שׁ בּ֔⁠וֹ	1	The expression **become trapped** is a passive verbal form. If your language would not use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [it entraps you]
7:25	z31g		rc://*/ta/man/translate/grammar-connect-logic-result	כִּ֧י	1	The word translated as **for** indicates that what follows is a reason for what came before. Use a connector in your language that makes it clear that what follows is a reason for what came before. Alternate translation: [because]
7:26	zmsj		rc://*/ta/man/translate/figs-youcrowd	וְ⁠לֹא־תָבִ֤יא & בֵּיתֶ֔⁠ךָ וְ⁠הָיִ֥יתָ & תְּשַׁקְּצֶ֛⁠נּוּ & תְּֽתַעֲבֶ֖⁠נּוּ	1	Even though Moses is speaking to all the Israelites, **you**, **your**, and the command form of **bring** are singular in this verse. If the singular forms of these pronouns would not be natural in your language, you could use the plural forms in your translation.
7:26	leby		rc://*/ta/man/translate/figs-explicit	תֽוֹעֵבָה֙	1	Here the specific type of **abomination** that Moses is referring to is an idol. You could include this information if that would be helpful to your readers. Alternate translation: [any abomination of an idol]
7:26	hmcx		rc://*/ta/man/translate/grammar-connect-logic-goal	וְ⁠הָיִ֥יתָ חֵ֖רֶם	1	Moses is saying that if the people bring an idol into their house, whoever does that will become a devoted thing, which means cursed by God and to be destroyed. This is an outcome that he does not want to happen. Use a connector in your language that makes it clear that this is an outcome that they must avoid. See the discussion of the term **devoted** in the note at [2:34](../02/34.md). Alternate translation: [so that you do not also become a devoted thing] or [or you will become a cursed thing]
7:26	b8dp		rc://*/ta/man/translate/figs-doublet	שַׁקֵּ֧ץ ׀ תְּשַׁקְּצֶ֛⁠נּוּ וְ⁠תַעֵ֥ב ׀ תְּֽתַעֲבֶ֖⁠נּוּ	1	The terms **detest** and **abhor** mean similar things. Moses is using the two terms together for emphasis. If it would be clearer for your readers, you could express the emphasis with a single phrase. Alternate translation: [You shall completely and utterly detest it]
7:26	eeub		rc://*/ta/man/translate/figs-reduplication	שַׁקֵּ֧ץ ׀ תְּשַׁקְּצֶ֛⁠נּוּ וְ⁠תַעֵ֥ב ׀ תְּֽתַעֲבֶ֖⁠נּוּ	1	Moses is repeating forms of the verbs **detest** and **abhor** in order to intensify the idea that they express. If your language can repeat words for intensification, it would be appropriate to do that here in your translation. If not, your language may have another way of expressing the emphasis.
7:26	xs75		rc://*/ta/man/translate/grammar-connect-logic-result	כִּי	1	The word translated as **for** indicates that what follows is a reason for what came before. Use a connector in your language that makes it clear that what follows is a reason for what came before. Alternate translation: [since]
7:26	mvxs		rc://*/ta/man/translate/figs-explicit	חֵ֥רֶם הֽוּא	1	See how you translated “devoted” at [2:34](../02/34.md). Alternate translation: [it is to be completely destroyed]
8:intro	w4zj				0	# Deuteronomy 8 Chapter Introduction\n\n## Structure and Formatting\n\nThis chapter continues Moses’ second speech, which began in chapter five. Moses commands the Israelites not to forget Yahweh their God and tells them what will happen if they do (1–20).\n\n## Religious and Cultural Concepts in This Chapter\n\n### Forgetting\n\nMoses reminds the living Israelites about all the miracles that Yahweh did for them to bring them out of Egypt and survive in the wilderness. In the wilderness, the Israelites complained and grumbled. It was easy for them to forget what Yahweh did for them and disobey Yahweh. As a result, Yahweh punished that generation by causing them to die in the wilderness without entering the land. The living Israelites are the children of that generation. Moses is warning them not to make the same mistakes as their parents did. (See: [[rc://*/tw/dict/bible/kt/israel]])\n\n## Translation Issues in This Chapter\n\n### “you” and “your” singular and plural\n\nWhen Moses is addressing the Israelites, he uses both the singular and plural forms of “you.”\n\n  - In verses 1–19 see the notes.\n  - In verse 20 “you” and “your” are plural.\n\nAlthough Moses is speaking to all the Israelites, he sometimes addresses them as “you” singular. If the singular forms of these pronouns would not be natural in your language, you could use the plural forms in your translation. (See: [[rc://*/ta/man/translate/writing-pronouns]] and [[rc://*/ta/man/translate/figs-youcrowd]])
8:1	uosi		rc://*/ta/man/translate/figs-youcrowd	מְצַוְּ⁠ךָ֛	1	Even though Moses is speaking to all the Israelites, **you** is singular here. If the singular forms of these pronouns would not be natural in your language, you could use the plural forms in your translation.
8:1	s002		rc://*/ta/man/translate/grammar-connect-logic-result	לְמַ֨עַן	1	Here, **so that** marks what follows as the goal or purpose of what comes before. Use a connector in your language that makes it clear that this is the purpose.
8:1	rje7		rc://*/ta/man/translate/figs-explicit	תִּֽחְי֜וּ⁠ן וּ⁠רְבִיתֶ֗ם	1	The implication is that the Israelites will continue to **live** in the land and **multiply** their population with many births if they obey Yahweh. You could include this information if that would be helpful to your readers. Alternate translation: [you may dwell in the land for a long time and multiply your population]
8:1	s775		rc://*/ta/man/translate/figs-ellipsis	נִשְׁבַּ֥ע יְהוָ֖ה לַ⁠אֲבֹתֵי⁠כֶֽם	1	Moses is leaving out some of the words that in many languages a sentence would need in order to be complete. The fact that Yahweh will give the land to the living Israelites is implied by what Moses said earlier in this speech. You could supply these words from earlier in the passage if it would be clearer in your language. Alternate translation: [Yahweh swore to your fathers that he would give to you]
8:1	k6f6		rc://*/ta/man/translate/figs-metaphor	לַ⁠אֲבֹתֵי⁠כֶֽם	1	Moses is using the term **fathers** to mean “ancestors.” If it would be helpful in your language, you could state the meaning plainly as modeled in the UST. See how you translated the phrase “your fathers” in [1:8](../01/08.md).
8:2	xeqp		rc://*/ta/man/translate/figs-youcrowd	וְ⁠זָכַרְתָּ֣ & הֹלִֽיכֲ⁠ךָ֜ & אֱלֹהֶ֛י⁠ךָ & עַנֹּֽתְ⁠ךָ֜ לְ⁠נַסֹּֽתְ⁠ךָ֗ & בִּֽ⁠לְבָבְ⁠ךָ֛	1	Even though Moses is speaking to all the Israelites, **you** and **your** are singular from this verse to verse 19. If the singular forms of these pronouns would not be natural in your language, you could use the plural forms in your translation.
8:2	z13w		rc://*/ta/man/translate/figs-metonymy	אֶת־כָּל־הַ⁠דֶּ֗רֶךְ	1	Here, **all the way** represents everything that the Israelites saw, heard, and experienced during the time they were in the wilderness. If it would be helpful in your language, you could use an equivalent expression from your language or state the meaning plainly. Alternate translation: [everything that happened on the journey]
8:2	qb08		rc://*/ta/man/translate/figs-possession	יְהוָ֧ה אֱלֹהֶ֛י⁠ךָ	1	See how you translated the phrase “Yahweh your God” in [1:10](../01/10.md).
