Reference	ID	Tags	OrigWords	Occurrence	TWLink
1:1	apb9	keyterm	דְּבַר־יְהוָ֣ה	1	rc://*/tw/dict/bible/kt/wordofgod
1:1	nend	name	מִיכָה֙	1	rc://*/tw/dict/bible/names/micah
1:1	kvx8	name	יוֹתָ֛ם	1	rc://*/tw/dict/bible/names/jotham
1:1	u6tl	name	אָחָ֥ז	1	rc://*/tw/dict/bible/names/ahaz
1:1	nsps	name	יְחִזְקִיָּ֖ה	1	rc://*/tw/dict/bible/names/hezekiah
1:1	jf9d		מַלְכֵ֣י	1	rc://*/tw/dict/bible/other/king
1:1	p8rf	name	יְהוּדָ֑ה	1	rc://*/tw/dict/bible/names/kingdomofjudah
1:1	w2u3	name	שֹׁמְר֖וֹן	1	rc://*/tw/dict/bible/names/samaria
1:1	c3cd	name	וִ⁠ירֽוּשָׁלִָֽם	1	rc://*/tw/dict/bible/names/jerusalem
1:2	v79h		אֶ֣רֶץ	1	rc://*/tw/dict/bible/other/earth
1:2	m3zn	keyterm	אֲדֹנָ֨⁠י יְהוִ֤ה	1	rc://*/tw/dict/bible/kt/lordyahweh
1:2	f9xu	keyterm	לְ⁠עֵ֔ד	1	rc://*/tw/dict/bible/kt/testimony
1:2	wm8w		אֲדֹנָ֖⁠י	1	rc://*/tw/dict/bible/kt/lord
1:2	i6qg		מֵ⁠הֵיכַ֥ל	1	rc://*/tw/dict/bible/other/palace
1:2	up55	keyterm	קָדְשֽׁ⁠וֹ	1	rc://*/tw/dict/bible/kt/holy
1:3	e8u3	keyterm	יְהוָ֖ה	1	rc://*/tw/dict/bible/kt/yahweh
1:3	hdud		אָֽרֶץ	1	rc://*/tw/dict/bible/other/earth
1:5	h4eu	keyterm	בְּ⁠פֶ֤שַׁע	1	rc://*/tw/dict/bible/kt/transgression
1:5	x6w4	name	יַֽעֲקֹב֙	1	rc://*/tw/dict/bible/names/jacob
1:5	h8p7	keyterm	וּ⁠בְ⁠חַטֹּ֖אות	1	rc://*/tw/dict/bible/kt/sin
1:5	w9na		בֵּ֣ית יִשְׂרָאֵ֑ל	1	rc://*/tw/dict/bible/other/house-descendants_nation
1:5	an7p	name	שֹֽׁמְר֔וֹן	1	rc://*/tw/dict/bible/names/samaria
1:5	dmmc	name	יְהוּדָ֔ה	1	rc://*/tw/dict/bible/names/judea
1:5	ncum	name	יְרוּשָׁלִָֽם	1	rc://*/tw/dict/bible/names/jerusalem
1:6	tpht	name	שֹׁמְר֛וֹן	1	rc://*/tw/dict/bible/names/samaria
1:6	etan		לְ⁠עִ֥י	1	rc://*/tw/dict/bible/other/ruin
1:6	dmg2		לְ⁠מַטָּ֣עֵי	1	rc://*/tw/dict/bible/other/sow
1:6	uksu		כָ֑רֶם	1	rc://*/tw/dict/bible/other/vineyard
1:6	fcnu		וִ⁠יסֹדֶ֖י⁠הָ	1	rc://*/tw/dict/bible/other/foundation
1:7	vfe9	keyterm	פְּסִילֶ֣י⁠הָ	1	rc://*/tw/dict/bible/other/image
1:7	sx4b	keyterm	עֲצַבֶּ֖י⁠הָ	1	rc://*/tw/dict/bible/kt/falsegod
1:7	n2hw		שְׁמָמָ֑ה	1	rc://*/tw/dict/bible/other/desolate
1:7	zxsr		זוֹנָה֙	1	rc://*/tw/dict/bible/other/prostitute
1:8	hwwu	keyterm	אֶסְפְּדָ֣ה	1	rc://*/tw/dict/bible/kt/lament
1:8	etc9	keyterm	מִסְפֵּד֙	1	rc://*/tw/dict/bible/kt/lament
1:8	w8a5		וְ⁠אֵ֖בֶל	1	rc://*/tw/dict/bible/other/mourn
1:9	gnbs	name	יְהוּדָ֔ה	1	rc://*/tw/dict/bible/names/judea
1:9	au26		שַׁ֥עַר	1	rc://*/tw/dict/bible/other/gate
1:9	gznd	name	יְרוּשָׁלִָֽם	1	rc://*/tw/dict/bible/names/jerusalem
1:10	bvfr	name	בְּ⁠גַת֙	1	rc://*/tw/dict/bible/names/gath
1:10	wxzc		תַּגִּ֔ידוּ	1	rc://*/tw/dict/bible/other/declare
1:10	gksx		בָּכ֖וֹ	1	rc://*/tw/dict/bible/other/mourn
1:11	na4h		בֹ֑שֶׁת	1	rc://*/tw/dict/bible/other/shame
1:11	qpd9		מִסְפַּד֙	1	rc://*/tw/dict/bible/other/mourn
1:12	vuq9	keyterm	לְ⁠ט֖וֹב	1	rc://*/tw/dict/bible/kt/good
1:12	zc7m	keyterm	רָע֙	1	rc://*/tw/dict/bible/kt/evil
1:12	bv7z	keyterm	יְהוָ֔ה	1	rc://*/tw/dict/bible/kt/yahweh
1:12	ey35		לְ⁠שַׁ֖עַר	1	rc://*/tw/dict/bible/other/gate
1:12	qshq	name	יְרוּשָׁלִָֽם	1	rc://*/tw/dict/bible/names/jerusalem
1:13	rhqq		הַ⁠מֶּרְכָּבָ֛ה	1	rc://*/tw/dict/bible/other/chariot
1:13	fi26		לָ⁠רֶ֖כֶשׁ	1	rc://*/tw/dict/bible/other/horse
1:13	zy2x	keyterm	חַטָּ֥את	1	rc://*/tw/dict/bible/kt/sin
1:13	jmpm	keyterm	צִיּ֔וֹן	1	rc://*/tw/dict/bible/kt/zion
1:13	ukv3	keyterm	פִּשְׁעֵ֥י	1	rc://*/tw/dict/bible/kt/transgression
1:13	zdw6	keyterm	יִשְׂרָאֵֽל	1	rc://*/tw/dict/bible/kt/israel
1:14	tgdz		בָּתֵּ֤י	1	rc://*/tw/dict/bible/other/house
1:14	ze2z		לְ⁠אַכְזָ֔ב	1	rc://*/tw/dict/bible/other/deceive
1:14	ech8		לְ⁠מַלְכֵ֖י	1	rc://*/tw/dict/bible/other/king
1:14	cbuv	keyterm	יִשְׂרָאֵֽל	1	rc://*/tw/dict/bible/kt/israel
1:15	huwb	keyterm	כְּב֥וֹד	1	rc://*/tw/dict/bible/kt/glory
1:15	rxtb	keyterm	יִשְׂרָאֵֽל	1	rc://*/tw/dict/bible/kt/israel
1:16	fftv		תַּעֲנוּגָ֑יִ⁠ךְ	1	rc://*/tw/dict/bible/other/delight
1:16	mzct		כַּ⁠נֶּ֔שֶׁר	1	rc://*/tw/dict/bible/other/eagle
1:16	k2cs		גָל֖וּ	1	rc://*/tw/dict/bible/other/exile
2:1	bf4y	keyterm	ה֧וֹי	1	rc://*/tw/dict/bible/kt/woe
2:1	jam4	keyterm	אָ֛וֶן	1	rc://*/tw/dict/bible/kt/iniquity
2:1	n95e	keyterm	רָ֖ע	1	rc://*/tw/dict/bible/kt/evil
2:2	n7n9		וְ⁠חָמְד֤וּ	1	rc://*/tw/dict/bible/other/envy
2:2	gzta		וְ⁠גָזָ֔לוּ	1	rc://*/tw/dict/bible/other/seize
2:2	ztx8		וּ⁠בָתִּ֖ים	1	rc://*/tw/dict/bible/other/house
2:2	bvgq	keyterm	וְ⁠נַחֲלָתֽ⁠וֹ	1	rc://*/tw/dict/bible/kt/inherit
2:3	fr5z	keyterm	יְהוָ֔ה	1	rc://*/tw/dict/bible/kt/yahweh
2:3	syaf	keyterm	רָעָ֑ה	1	rc://*/tw/dict/bible/kt/evil
2:3	hchc	keyterm	רָעָ֖ה	1	rc://*/tw/dict/bible/kt/evil
2:4	cz98		מָשָׁ֗ל	1	rc://*/tw/dict/bible/other/proverb
2:4	jee7	keyterm	וְ⁠נָהָ֨ה	1	rc://*/tw/dict/bible/kt/lament
2:4	waq4		שָׁד֣וֹד	1	rc://*/tw/dict/bible/other/destroyer
2:5	pyqc	name	בְּ⁠גוֹרָ֑ל	1	rc://*/tw/dict/bible/names/lot
2:5	v6b5		בִּ⁠קְהַ֖ל	1	rc://*/tw/dict/bible/other/assembly
2:5	kcya	keyterm	יְהוָֽה	1	rc://*/tw/dict/bible/kt/yahweh
2:6	ksdz		כְּלִמּֽוֹת	1	rc://*/tw/dict/bible/other/shame
2:7	h3vn		בֵּֽית	1	rc://*/tw/dict/bible/other/house-descendants_nation
2:7	nvth	name	יַעֲקֹ֗ב	1	rc://*/tw/dict/bible/names/jacob
2:7	ha3x	keyterm	ר֣וּחַ	1	rc://*/tw/dict/bible/kt/holyspirit
2:7	vgqf	keyterm	יְהוָ֔ה	1	rc://*/tw/dict/bible/kt/yahweh
2:7	x6yf	keyterm	יֵיטִ֔יבוּ	1	rc://*/tw/dict/bible/kt/good
2:8	ka6q		לְ⁠אוֹיֵ֣ב	1	rc://*/tw/dict/bible/other/adversary
2:8	unj5		אֶ֖דֶר	1	rc://*/tw/dict/bible/other/splendor
2:9	f494		מִ⁠בֵּ֖ית	1	rc://*/tw/dict/bible/other/household
2:9	wa9w		תַּֽעֲנֻגֶ֑י⁠הָ	1	rc://*/tw/dict/bible/other/delight
2:9	x8f6		הֲדָרִ֖⁠י	1	rc://*/tw/dict/bible/other/splendor
2:9	b9vp	keyterm	לְ⁠עוֹלָֽם	1	rc://*/tw/dict/bible/kt/eternity
2:10	x7y9		תְּחַבֵּ֖ל	1	rc://*/tw/dict/bible/other/destroyer
2:10	yxy9		וְ⁠חֶ֥בֶל	1	rc://*/tw/dict/bible/other/destroyer
2:11	wfed	keyterm	ר֨וּחַ֙	1	rc://*/tw/dict/bible/kt/spirit
2:11	hpwv		כִּזֵּ֔ב	1	rc://*/tw/dict/bible/other/deceive
2:11	md75		לַ⁠יַּ֖יִן	1	rc://*/tw/dict/bible/other/wine
2:12	u93r		אָסֹ֨ף	1	rc://*/tw/dict/bible/other/assembly
2:12	sdad	name	יַעֲקֹ֣ב	1	rc://*/tw/dict/bible/names/jacob
2:12	tu4p		קַבֵּ֤ץ	1	rc://*/tw/dict/bible/other/assembly
2:12	mjt5	keyterm	שְׁאֵרִ֣ית	1	rc://*/tw/dict/bible/kt/remnant
2:12	fyj4	keyterm	יִשְׂרָאֵ֔ל	1	rc://*/tw/dict/bible/kt/israel
2:12	sikz		כְּ⁠צֹ֣אן	1	rc://*/tw/dict/bible/other/sheep
2:12	ixng		כְּ⁠עֵ֨דֶר֙	1	rc://*/tw/dict/bible/other/flock
2:13	pexr		שַׁ֖עַר	1	rc://*/tw/dict/bible/other/gate
2:13	xt4k		מַלְכָּ⁠ם֙	1	rc://*/tw/dict/bible/other/king
2:13	kgpn	keyterm	וַ⁠יהוָ֖ה	1	rc://*/tw/dict/bible/kt/yahweh
3:1	u4ir		נָא֙	1	rc://*/tw/dict/bible/other/plead
3:1	puha	name	יַעֲקֹ֔ב	1	rc://*/tw/dict/bible/names/jacob
3:1	zyni		וּ⁠קְצִינֵ֖י	1	rc://*/tw/dict/bible/other/commander
3:1	ya43		בֵּ֣ית יִשְׂרָאֵ֑ל	1	rc://*/tw/dict/bible/other/house-descendants_nation
3:1	jnhf		לָ⁠דַ֖עַת	1	rc://*/tw/dict/bible/other/know
3:1	wa7a	keyterm	אֶת־הַ⁠מִּשְׁפָּֽט	1	rc://*/tw/dict/bible/kt/justice
3:2	djk6	keyterm	ט֖וֹב	1	rc://*/tw/dict/bible/kt/good
3:2	md88	keyterm	וְ⁠אֹ֣הֲבֵי	1	rc://*/tw/dict/bible/kt/love
3:2	d37s	keyterm	רעה	1	rc://*/tw/dict/bible/kt/evil
3:4	f9fj		יִזְעֲק֣וּ	1	rc://*/tw/dict/bible/other/cry
3:4	uk7y	keyterm	יְהוָ֔ה	1	rc://*/tw/dict/bible/kt/yahweh
3:5	d5ev	keyterm	יְהוָ֔ה	1	rc://*/tw/dict/bible/kt/yahweh
3:5	mp5q	keyterm	הַ⁠נְּבִיאִ֖ים	1	rc://*/tw/dict/bible/kt/prophet
3:5	mxf5		שָׁל֔וֹם	1	rc://*/tw/dict/bible/other/peace
3:5	jw79	keyterm	וְ⁠קִדְּשׁ֥וּ	1	rc://*/tw/dict/bible/kt/consecrate
3:6	nc2i		מֵֽ⁠חָז֔וֹן	1	rc://*/tw/dict/bible/other/vision
3:6	djmm	keyterm	מִ⁠קְּסֹ֑ם	1	rc://*/tw/dict/bible/other/divination
3:6	sd2z	keyterm	הַ⁠נְּבִיאִ֔ים	1	rc://*/tw/dict/bible/kt/prophet
3:7	mddy	keyterm	הַ⁠חֹזִ֗ים	1	rc://*/tw/dict/bible/kt/prophet
3:7	sc7t		וּ⁠בֹ֣שׁוּ	1	rc://*/tw/dict/bible/other/shame
3:7	psuy		הַ⁠קֹּ֣סְמִ֔ים	1	rc://*/tw/dict/bible/other/divination
3:7	zadq		וְ⁠חָֽפְרוּ֙	1	rc://*/tw/dict/bible/other/shame
3:7	x7cy	keyterm	אֱלֹהִֽים	1	rc://*/tw/dict/bible/kt/god
3:8	aeq7	keyterm	אֶת־ר֣וּחַ	1	rc://*/tw/dict/bible/kt/holyspirit
3:8	hq3u	keyterm	יְהוָ֔ה	1	rc://*/tw/dict/bible/kt/yahweh
3:8	sybb	keyterm	וּ⁠מִשְׁפָּ֖ט	1	rc://*/tw/dict/bible/kt/justice
3:8	rfv6		וּ⁠גְבוּרָ֑ה	1	rc://*/tw/dict/bible/other/mighty
3:8	r63n		לְ⁠הַגִּ֤יד	1	rc://*/tw/dict/bible/other/declare
3:8	hb72	name	לְ⁠יַֽעֲקֹב֙	1	rc://*/tw/dict/bible/names/jacob
3:8	csjt	keyterm	פִּשְׁע֔⁠וֹ	1	rc://*/tw/dict/bible/kt/transgression
3:8	hyes	keyterm	וּ⁠לְ⁠יִשְׂרָאֵ֖ל	1	rc://*/tw/dict/bible/kt/israel
3:8	gtze	keyterm	חַטָּאתֽ⁠וֹ	1	rc://*/tw/dict/bible/kt/sin
3:9	ze2f		QUOTE_NOT_FOUND: נָ֣א	1	rc://*/tw/dict/bible/other/plead
3:9	zx4t		בֵּ֣ית	1	rc://*/tw/dict/bible/other/house-descendants_nation
3:9	dyc7	name	יַעֲקֹ֔ב	1	rc://*/tw/dict/bible/names/jacob
3:9	wmmp		וּ⁠קְצִינֵ֖י	1	rc://*/tw/dict/bible/other/commander
3:9	jwzr		בֵּ֣ית	2	rc://*/tw/dict/bible/other/house-descendants_nation
3:9	z3hu		יִשְׂרָאֵ֑ל	1	rc://*/tw/dict/bible/kt/israel
3:9	hyga	keyterm	מִשְׁפָּ֔ט	1	rc://*/tw/dict/bible/kt/judge
3:10	hk5a	keyterm	צִיּ֖וֹן	1	rc://*/tw/dict/bible/kt/zion
3:10	mpha		בְּ⁠דָמִ֑ים	1	rc://*/tw/dict/bible/other/bloodshed
3:10	t63p	name	וִ⁠ירוּשָׁלִַ֖ם	1	rc://*/tw/dict/bible/names/jerusalem
3:10	q6ct	keyterm	בְּ⁠עַוְלָֽה	1	rc://*/tw/dict/bible/kt/justice
3:11	ckgd	keyterm	יִשְׁפֹּ֗טוּ	1	rc://*/tw/dict/bible/kt/judge
3:11	axf3		בְּ⁠שֹׁ֣חַד	1	rc://*/tw/dict/bible/other/bribe
3:11	gzh5	keyterm	וְ⁠כֹהֲנֶ֨י⁠הָ֙	1	rc://*/tw/dict/bible/kt/priest
3:11	tpg7	keyterm	וּ⁠נְבִיאֶ֖י⁠הָ	1	rc://*/tw/dict/bible/kt/prophet
3:11	a6je	keyterm	יִקְסֹ֑מוּ	1	rc://*/tw/dict/bible/other/divination
3:11	rw5h		בְּ⁠כֶ֣סֶף	1	rc://*/tw/dict/bible/other/silver
3:11	b2uu	keyterm	יְהוָה֙	1	rc://*/tw/dict/bible/kt/yahweh
3:11	rzdr	keyterm	רָעָֽה	1	rc://*/tw/dict/bible/kt/evil
3:12	szue	keyterm	צִיּ֖וֹן	1	rc://*/tw/dict/bible/kt/zion
3:12	zijx		תֵֽחָרֵ֑שׁ	1	rc://*/tw/dict/bible/other/plow
3:12	c7v2	name	וִ⁠ירוּשָׁלִַ֨ם֙	1	rc://*/tw/dict/bible/names/jerusalem
3:12	twkj		הַ⁠בַּ֖יִת	1	rc://*/tw/dict/bible/kt/temple
4:1	wszh	keyterm	בֵּית־יְהוָ֤ה	1	rc://*/tw/dict/bible/kt/houseofgod
4:1	d4r6		נָכוֹן֙	1	rc://*/tw/dict/bible/other/dedicate
4:2	tn7j		גּוֹיִ֣ם	1	rc://*/tw/dict/bible/other/nation
4:2	t2nm	keyterm	יְהוָ֗ה	1	rc://*/tw/dict/bible/kt/yahweh
4:2	nasy		בֵּית֙ אֱלֹהֵ֣י	1	rc://*/tw/dict/bible/kt/houseofgod
4:2	q6m9	name	יַעֲקֹ֔ב	1	rc://*/tw/dict/bible/names/jacob
4:2	nj9g	keyterm	מִ⁠צִּיּוֹן֙	1	rc://*/tw/dict/bible/kt/zion
4:2	hqd4	keyterm	תוֹרָ֔ה	1	rc://*/tw/dict/bible/kt/lawofmoses
4:2	e7ev	keyterm	וּ⁠דְבַר־יְהוָ֖ה	1	rc://*/tw/dict/bible/kt/wordofgod
4:2	v82t	name	מִ⁠ירוּשָׁלִָֽם	1	rc://*/tw/dict/bible/names/jerusalem
